Metadata_Well	cell_count	batch_id	sc_type	Metadata_Plate	Metadata_Plate_Map_Name	Metadata_well_position	Metadata_plating_density	Metadata_line_ID	Metadata_timepoint
L12	40	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L12	15000	D	6
L13	170	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L13	15000	E	6
L14	224	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L14	15000	E	6
L15	70	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L15	5000	A	6
L16	72	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L16	5000	A	6
L17	26	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L17	10000	F	6
L18	27	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L18	10000	F	6
L19	84	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L19	20000	A	6
L20	52	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L20	20000	A	6
L21	76	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L21	15000	D	6
L22	57	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L22	15000	D	6
L23	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L23	10000	B	6
L24	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L24	10000	B	6
M01	79	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M01	10000	B	6
M02	87	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M02	10000	B	6
M03	93	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M03	20000	A	6
M04	69	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M04	20000	A	6
M05	71	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M05	5000	A	6
M06	76	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M06	5000	A	6
M07	93	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M07	5000	B	6
M08	103	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M08	5000	B	6
M09	92	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M09	10000	A	6
M10	91	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M10	10000	A	6
M11	101	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M11	5000	F	6
M12	125	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M12	5000	F	6
M13	143	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M13	20000	E	6
M14	193	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M14	20000	E	6
M15	126	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M15	20000	C	6
M16	99	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M16	20000	C	6
M17	107	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M17	20000	B	6
M18	90	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M18	20000	B	6
M19	55	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M19	20000	D	6
M20	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M20	20000	D	6
M21	161	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M21	20000	C	6
M22	117	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M22	20000	C	6
M23	141	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M23	15000	E	6
M24	175	BR00103267	isolated	BR00103267	cmQTL1-4_mt	M24	15000	E	6
N01	66	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N01	10000	B	6
N02	68	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N02	10000	B	6
N03	70	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N03	20000	A	6
N04	48	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N04	20000	A	6
N05	77	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N05	5000	A	6
N06	89	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N06	5000	A	6
N07	80	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N07	5000	B	6
N08	110	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N08	5000	B	6
N09	64	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N09	10000	A	6
N10	64	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N10	10000	A	6
N11	97	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N11	5000	F	6
N12	92	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N12	5000	F	6
N13	261	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N13	20000	E	6
N14	244	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N14	20000	E	6
N15	132	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N15	20000	C	6
N16	83	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N16	20000	C	6
N17	74	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N17	20000	B	6
N18	44	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N18	20000	B	6
N19	96	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N19	20000	D	6
N20	34	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N20	20000	D	6
N21	97	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N21	20000	C	6
N22	99	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N22	20000	C	6
N23	219	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N23	15000	E	6
N24	221	BR00103267	isolated	BR00103267	cmQTL1-4_mt	N24	15000	E	6
O01	106	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O01	10000	E	6
O02	131	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O02	10000	E	6
O03	86	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O03	5000	D	6
O04	102	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O04	5000	D	6
O05	72	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O05	10000	F	6
O06	37	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O06	10000	F	6
O07	85	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O07	15000	D	6
O08	61	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O08	15000	D	6
O09	98	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O09	5000	C	6
O10	77	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O10	5000	C	6
O11	85	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O11	15000	A	6
O12	74	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O12	15000	A	6
O13	94	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O13	5000	B	6
O14	68	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O14	5000	B	6
O15	57	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O15	15000	F	6
O16	19	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O16	15000	F	6
O17	91	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O17	10000	C	6
O18	84	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O18	10000	C	6
O19	95	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O19	15000	B	6
O20	70	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O20	15000	B	6
O21	81	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O21	10000	A	6
O22	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O22	10000	A	6
O23	128	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O23	15000	C	6
O24	103	BR00103267	isolated	BR00103267	cmQTL1-4_mt	O24	15000	C	6
P01	159	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P01	10000	E	6
P02	175	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P02	10000	E	6
P03	91	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P03	5000	D	6
P04	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P04	5000	D	6
P05	21	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P05	10000	F	6
P06	17	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P06	10000	F	6
P07	44	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P07	15000	D	6
P08	48	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P08	15000	D	6
P09	81	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P09	5000	C	6
P10	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P10	5000	C	6
P11	41	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P11	15000	A	6
P12	49	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P12	15000	A	6
P13	86	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P13	5000	B	6
P14	77	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P14	5000	B	6
P15	9	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P15	15000	F	6
P16	10	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P16	15000	F	6
P17	63	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P17	10000	C	6
P18	69	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P18	10000	C	6
P19	75	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P19	15000	B	6
P20	43	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P20	15000	B	6
P21	76	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P21	10000	A	6
P22	63	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P22	10000	A	6
P23	87	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P23	15000	C	6
P24	76	BR00103267	isolated	BR00103267	cmQTL1-4_mt	P24	15000	C	6
A02	5	BR00103267	colony	BR00103267	cmQTL1-4_mt	A02	5000	A	6
A03	117	BR00103267	colony	BR00103267	cmQTL1-4_mt	A03	15000	B	6
A04	280	BR00103267	colony	BR00103267	cmQTL1-4_mt	A04	15000	B	6
A06	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	A06	5000	E	6
A07	25	BR00103267	colony	BR00103267	cmQTL1-4_mt	A07	10000	C	6
A08	29	BR00103267	colony	BR00103267	cmQTL1-4_mt	A08	10000	C	6
A09	518	BR00103267	colony	BR00103267	cmQTL1-4_mt	A09	20000	D	6
A10	1104	BR00103267	colony	BR00103267	cmQTL1-4_mt	A10	20000	D	6
A12	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	A12	10000	E	6
A13	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	A13	15000	A	6
A14	15	BR00103267	colony	BR00103267	cmQTL1-4_mt	A14	15000	A	6
A15	17	BR00103267	colony	BR00103267	cmQTL1-4_mt	A15	10000	B	6
A16	38	BR00103267	colony	BR00103267	cmQTL1-4_mt	A16	10000	B	6
A17	80	BR00103267	colony	BR00103267	cmQTL1-4_mt	A17	20000	C	6
A18	207	BR00103267	colony	BR00103267	cmQTL1-4_mt	A18	20000	C	6
A19	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	A19	15000	B	6
A20	16	BR00103267	colony	BR00103267	cmQTL1-4_mt	A20	15000	B	6
A21	18	BR00103267	colony	BR00103267	cmQTL1-4_mt	A21	15000	C	6
A22	90	BR00103267	colony	BR00103267	cmQTL1-4_mt	A22	15000	C	6
A23	88	BR00103267	colony	BR00103267	cmQTL1-4_mt	A23	20000	A	6
A24	62	BR00103267	colony	BR00103267	cmQTL1-4_mt	A24	20000	A	6
B01	9	BR00103267	colony	BR00103267	cmQTL1-4_mt	B01	5000	A	6
B02	17	BR00103267	colony	BR00103267	cmQTL1-4_mt	B02	5000	A	6
B03	260	BR00103267	colony	BR00103267	cmQTL1-4_mt	B03	15000	B	6
B04	262	BR00103267	colony	BR00103267	cmQTL1-4_mt	B04	15000	B	6
B06	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	B06	5000	E	6
B07	107	BR00103267	colony	BR00103267	cmQTL1-4_mt	B07	10000	C	6
B08	130	BR00103267	colony	BR00103267	cmQTL1-4_mt	B08	10000	C	6
B09	1716	BR00103267	colony	BR00103267	cmQTL1-4_mt	B09	20000	D	6
B10	1649	BR00103267	colony	BR00103267	cmQTL1-4_mt	B10	20000	D	6
B11	7	BR00103267	colony	BR00103267	cmQTL1-4_mt	B11	10000	E	6
B12	5	BR00103267	colony	BR00103267	cmQTL1-4_mt	B12	10000	E	6
B13	73	BR00103267	colony	BR00103267	cmQTL1-4_mt	B13	15000	A	6
B14	185	BR00103267	colony	BR00103267	cmQTL1-4_mt	B14	15000	A	6
B15	66	BR00103267	colony	BR00103267	cmQTL1-4_mt	B15	10000	B	6
B16	74	BR00103267	colony	BR00103267	cmQTL1-4_mt	B16	10000	B	6
B17	654	BR00103267	colony	BR00103267	cmQTL1-4_mt	B17	20000	C	6
B18	568	BR00103267	colony	BR00103267	cmQTL1-4_mt	B18	20000	C	6
B19	174	BR00103267	colony	BR00103267	cmQTL1-4_mt	B19	15000	B	6
B20	231	BR00103267	colony	BR00103267	cmQTL1-4_mt	B20	15000	B	6
B21	239	BR00103267	colony	BR00103267	cmQTL1-4_mt	B21	15000	C	6
B22	225	BR00103267	colony	BR00103267	cmQTL1-4_mt	B22	15000	C	6
B23	243	BR00103267	colony	BR00103267	cmQTL1-4_mt	B23	20000	A	6
B24	184	BR00103267	colony	BR00103267	cmQTL1-4_mt	B24	20000	A	6
C01	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	C01	5000	C	6
C02	12	BR00103267	colony	BR00103267	cmQTL1-4_mt	C02	5000	C	6
C03	153	BR00103267	colony	BR00103267	cmQTL1-4_mt	C03	10000	D	6
C04	323	BR00103267	colony	BR00103267	cmQTL1-4_mt	C04	10000	D	6
C05	4	BR00103267	colony	BR00103267	cmQTL1-4_mt	C05	5000	B	6
C06	21	BR00103267	colony	BR00103267	cmQTL1-4_mt	C06	5000	B	6
C07	13	BR00103267	colony	BR00103267	cmQTL1-4_mt	C07	10000	A	6
C08	26	BR00103267	colony	BR00103267	cmQTL1-4_mt	C08	10000	A	6
C09	236	BR00103267	colony	BR00103267	cmQTL1-4_mt	C09	20000	B	6
C10	575	BR00103267	colony	BR00103267	cmQTL1-4_mt	C10	20000	B	6
C11	525	BR00103267	colony	BR00103267	cmQTL1-4_mt	C11	15000	F	6
C12	1832	BR00103267	colony	BR00103267	cmQTL1-4_mt	C12	15000	F	6
C13	29	BR00103267	colony	BR00103267	cmQTL1-4_mt	C13	5000	D	6
C14	43	BR00103267	colony	BR00103267	cmQTL1-4_mt	C14	5000	D	6
C15	288	BR00103267	colony	BR00103267	cmQTL1-4_mt	C15	20000	F	6
C16	798	BR00103267	colony	BR00103267	cmQTL1-4_mt	C16	20000	F	6
C17	17	BR00103267	colony	BR00103267	cmQTL1-4_mt	C17	10000	D	6
C18	64	BR00103267	colony	BR00103267	cmQTL1-4_mt	C18	10000	D	6
C19	10	BR00103267	colony	BR00103267	cmQTL1-4_mt	C19	5000	A	6
C20	28	BR00103267	colony	BR00103267	cmQTL1-4_mt	C20	5000	A	6
C21	4	BR00103267	colony	BR00103267	cmQTL1-4_mt	C21	10000	E	6
C22	4	BR00103267	colony	BR00103267	cmQTL1-4_mt	C22	10000	E	6
C23	584	BR00103267	colony	BR00103267	cmQTL1-4_mt	C23	20000	D	6
C24	1096	BR00103267	colony	BR00103267	cmQTL1-4_mt	C24	20000	D	6
D01	20	BR00103267	colony	BR00103267	cmQTL1-4_mt	D01	5000	C	6
D02	21	BR00103267	colony	BR00103267	cmQTL1-4_mt	D02	5000	C	6
D03	495	BR00103267	colony	BR00103267	cmQTL1-4_mt	D03	10000	D	6
D04	369	BR00103267	colony	BR00103267	cmQTL1-4_mt	D04	10000	D	6
D05	11	BR00103267	colony	BR00103267	cmQTL1-4_mt	D05	5000	B	6
D06	14	BR00103267	colony	BR00103267	cmQTL1-4_mt	D06	5000	B	6
D07	59	BR00103267	colony	BR00103267	cmQTL1-4_mt	D07	10000	A	6
D08	58	BR00103267	colony	BR00103267	cmQTL1-4_mt	D08	10000	A	6
D09	690	BR00103267	colony	BR00103267	cmQTL1-4_mt	D09	20000	B	6
D10	548	BR00103267	colony	BR00103267	cmQTL1-4_mt	D10	20000	B	6
D11	2675	BR00103267	colony	BR00103267	cmQTL1-4_mt	D11	15000	F	6
D12	2035	BR00103267	colony	BR00103267	cmQTL1-4_mt	D12	15000	F	6
D13	56	BR00103267	colony	BR00103267	cmQTL1-4_mt	D13	5000	D	6
D14	22	BR00103267	colony	BR00103267	cmQTL1-4_mt	D14	5000	D	6
D15	2354	BR00103267	colony	BR00103267	cmQTL1-4_mt	D15	20000	F	6
D16	3393	BR00103267	colony	BR00103267	cmQTL1-4_mt	D16	20000	F	6
D17	231	BR00103267	colony	BR00103267	cmQTL1-4_mt	D17	10000	D	6
D18	287	BR00103267	colony	BR00103267	cmQTL1-4_mt	D18	10000	D	6
D19	33	BR00103267	colony	BR00103267	cmQTL1-4_mt	D19	5000	A	6
D20	28	BR00103267	colony	BR00103267	cmQTL1-4_mt	D20	5000	A	6
D21	5	BR00103267	colony	BR00103267	cmQTL1-4_mt	D21	10000	E	6
D22	7	BR00103267	colony	BR00103267	cmQTL1-4_mt	D22	10000	E	6
D23	1453	BR00103267	colony	BR00103267	cmQTL1-4_mt	D23	20000	D	6
D24	1372	BR00103267	colony	BR00103267	cmQTL1-4_mt	D24	20000	D	6
E01	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	E01	5000	D	6
E02	11	BR00103267	colony	BR00103267	cmQTL1-4_mt	E02	5000	D	6
E03	117	BR00103267	colony	BR00103267	cmQTL1-4_mt	E03	20000	B	6
E04	213	BR00103267	colony	BR00103267	cmQTL1-4_mt	E04	20000	B	6
E05	555	BR00103267	colony	BR00103267	cmQTL1-4_mt	E05	20000	F	6
E06	2137	BR00103267	colony	BR00103267	cmQTL1-4_mt	E06	20000	F	6
E09	83	BR00103267	colony	BR00103267	cmQTL1-4_mt	E09	10000	F	6
E10	281	BR00103267	colony	BR00103267	cmQTL1-4_mt	E10	10000	F	6
E11	195	BR00103267	colony	BR00103267	cmQTL1-4_mt	E11	20000	A	6
E12	444	BR00103267	colony	BR00103267	cmQTL1-4_mt	E12	20000	A	6
E13	5	BR00103267	colony	BR00103267	cmQTL1-4_mt	E13	10000	B	6
E14	49	BR00103267	colony	BR00103267	cmQTL1-4_mt	E14	10000	B	6
E17	409	BR00103267	colony	BR00103267	cmQTL1-4_mt	E17	10000	F	6
E18	870	BR00103267	colony	BR00103267	cmQTL1-4_mt	E18	10000	F	6
E19	54	BR00103267	colony	BR00103267	cmQTL1-4_mt	E19	10000	C	6
E20	93	BR00103267	colony	BR00103267	cmQTL1-4_mt	E20	10000	C	6
E21	4	BR00103267	colony	BR00103267	cmQTL1-4_mt	E21	5000	B	6
E22	7	BR00103267	colony	BR00103267	cmQTL1-4_mt	E22	5000	B	6
E23	182	BR00103267	colony	BR00103267	cmQTL1-4_mt	E23	20000	B	6
E24	269	BR00103267	colony	BR00103267	cmQTL1-4_mt	E24	20000	B	6
F01	18	BR00103267	colony	BR00103267	cmQTL1-4_mt	F01	5000	D	6
F02	12	BR00103267	colony	BR00103267	cmQTL1-4_mt	F02	5000	D	6
F03	339	BR00103267	colony	BR00103267	cmQTL1-4_mt	F03	20000	B	6
F04	497	BR00103267	colony	BR00103267	cmQTL1-4_mt	F04	20000	B	6
F05	3156	BR00103267	colony	BR00103267	cmQTL1-4_mt	F05	20000	F	6
F06	3872	BR00103267	colony	BR00103267	cmQTL1-4_mt	F06	20000	F	6
F08	6	BR00103267	colony	BR00103267	cmQTL1-4_mt	F08	15000	E	6
F09	853	BR00103267	colony	BR00103267	cmQTL1-4_mt	F09	10000	F	6
F10	793	BR00103267	colony	BR00103267	cmQTL1-4_mt	F10	10000	F	6
F11	493	BR00103267	colony	BR00103267	cmQTL1-4_mt	F11	20000	A	6
F12	422	BR00103267	colony	BR00103267	cmQTL1-4_mt	F12	20000	A	6
F13	64	BR00103267	colony	BR00103267	cmQTL1-4_mt	F13	10000	B	6
F14	40	BR00103267	colony	BR00103267	cmQTL1-4_mt	F14	10000	B	6
F17	1032	BR00103267	colony	BR00103267	cmQTL1-4_mt	F17	10000	F	6
F18	970	BR00103267	colony	BR00103267	cmQTL1-4_mt	F18	10000	F	6
F19	140	BR00103267	colony	BR00103267	cmQTL1-4_mt	F19	10000	C	6
F20	97	BR00103267	colony	BR00103267	cmQTL1-4_mt	F20	10000	C	6
F21	8	BR00103267	colony	BR00103267	cmQTL1-4_mt	F21	5000	B	6
F22	6	BR00103267	colony	BR00103267	cmQTL1-4_mt	F22	5000	B	6
F23	483	BR00103267	colony	BR00103267	cmQTL1-4_mt	F23	20000	B	6
F24	506	BR00103267	colony	BR00103267	cmQTL1-4_mt	F24	20000	B	6
G02	14	BR00103267	colony	BR00103267	cmQTL1-4_mt	G02	15000	E	6
G03	60	BR00103267	colony	BR00103267	cmQTL1-4_mt	G03	15000	D	6
G04	113	BR00103267	colony	BR00103267	cmQTL1-4_mt	G04	15000	D	6
G06	6	BR00103267	colony	BR00103267	cmQTL1-4_mt	G06	5000	C	6
G09	258	BR00103267	colony	BR00103267	cmQTL1-4_mt	G09	20000	D	6
G10	602	BR00103267	colony	BR00103267	cmQTL1-4_mt	G10	20000	D	6
G11	127	BR00103267	colony	BR00103267	cmQTL1-4_mt	G11	5000	F	6
G12	215	BR00103267	colony	BR00103267	cmQTL1-4_mt	G12	5000	F	6
G13	181	BR00103267	colony	BR00103267	cmQTL1-4_mt	G13	15000	A	6
G14	428	BR00103267	colony	BR00103267	cmQTL1-4_mt	G14	15000	A	6
G15	28	BR00103267	colony	BR00103267	cmQTL1-4_mt	G15	5000	F	6
G16	89	BR00103267	colony	BR00103267	cmQTL1-4_mt	G16	5000	F	6
G18	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	G18	20000	E	6
G19	127	BR00103267	colony	BR00103267	cmQTL1-4_mt	G19	5000	F	6
G20	163	BR00103267	colony	BR00103267	cmQTL1-4_mt	G20	5000	F	6
G21	4	BR00103267	colony	BR00103267	cmQTL1-4_mt	G21	5000	C	6
G22	48	BR00103267	colony	BR00103267	cmQTL1-4_mt	G22	5000	C	6
G23	11	BR00103267	colony	BR00103267	cmQTL1-4_mt	G23	10000	A	6
G24	19	BR00103267	colony	BR00103267	cmQTL1-4_mt	G24	10000	A	6
H01	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	H01	15000	E	6
H02	17	BR00103267	colony	BR00103267	cmQTL1-4_mt	H02	15000	E	6
H03	493	BR00103267	colony	BR00103267	cmQTL1-4_mt	H03	15000	D	6
H04	642	BR00103267	colony	BR00103267	cmQTL1-4_mt	H04	15000	D	6
H05	4	BR00103267	colony	BR00103267	cmQTL1-4_mt	H05	5000	C	6
H06	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	H06	5000	C	6
H09	519	BR00103267	colony	BR00103267	cmQTL1-4_mt	H09	20000	D	6
H10	1080	BR00103267	colony	BR00103267	cmQTL1-4_mt	H10	20000	D	6
H11	205	BR00103267	colony	BR00103267	cmQTL1-4_mt	H11	5000	F	6
H12	129	BR00103267	colony	BR00103267	cmQTL1-4_mt	H12	5000	F	6
H13	371	BR00103267	colony	BR00103267	cmQTL1-4_mt	H13	15000	A	6
H14	294	BR00103267	colony	BR00103267	cmQTL1-4_mt	H14	15000	A	6
H15	175	BR00103267	colony	BR00103267	cmQTL1-4_mt	H15	5000	F	6
H16	149	BR00103267	colony	BR00103267	cmQTL1-4_mt	H16	5000	F	6
H17	3	BR00103267	colony	BR00103267	cmQTL1-4_mt	H17	20000	E	6
H18	12	BR00103267	colony	BR00103267	cmQTL1-4_mt	H18	20000	E	6
H19	229	BR00103267	colony	BR00103267	cmQTL1-4_mt	H19	5000	F	6
H20	147	BR00103267	colony	BR00103267	cmQTL1-4_mt	H20	5000	F	6
H21	9	BR00103267	colony	BR00103267	cmQTL1-4_mt	H21	5000	C	6
H22	25	BR00103267	colony	BR00103267	cmQTL1-4_mt	H22	5000	C	6
H23	24	BR00103267	colony	BR00103267	cmQTL1-4_mt	H23	10000	A	6
H24	26	BR00103267	colony	BR00103267	cmQTL1-4_mt	H24	10000	A	6
I01	16	BR00103267	colony	BR00103267	cmQTL1-4_mt	I01	15000	A	6
I02	103	BR00103267	colony	BR00103267	cmQTL1-4_mt	I02	15000	A	6
I03	44	BR00103267	colony	BR00103267	cmQTL1-4_mt	I03	15000	C	6
I04	191	BR00103267	colony	BR00103267	cmQTL1-4_mt	I04	15000	C	6
I05	2	BR00103267	colony	BR00103267	cmQTL1-4_mt	I05	20000	E	6
I06	9	BR00103267	colony	BR00103267	cmQTL1-4_mt	I06	20000	E	6
I07	387	BR00103267	colony	BR00103267	cmQTL1-4_mt	I07	20000	F	6
I08	1297	BR00103267	colony	BR00103267	cmQTL1-4_mt	I08	20000	F	6
I09	17	BR00103267	colony	BR00103267	cmQTL1-4_mt	I09	15000	C	6
I10	36	BR00103267	colony	BR00103267	cmQTL1-4_mt	I10	15000	C	6
I11	16	BR00103267	colony	BR00103267	cmQTL1-4_mt	I11	10000	C	6
I12	51	BR00103267	colony	BR00103267	cmQTL1-4_mt	I12	10000	C	6
I13	197	BR00103267	colony	BR00103267	cmQTL1-4_mt	I13	15000	F	6
I14	718	BR00103267	colony	BR00103267	cmQTL1-4_mt	I14	15000	F	6
I18	1	BR00103267	colony	BR00103267	cmQTL1-4_mt	I18	5000	D	6
I19	215	BR00103267	colony	BR00103267	cmQTL1-4_mt	I19	20000	F	6
I20	712	BR00103267	colony	BR00103267	cmQTL1-4_mt	I20	20000	F	6
I23	37	BR00103267	colony	BR00103267	cmQTL1-4_mt	I23	10000	D	6
I24	75	BR00103267	colony	BR00103267	cmQTL1-4_mt	I24	10000	D	6
J01	210	BR00103267	colony	BR00103267	cmQTL1-4_mt	J01	15000	A	6
J02	282	BR00103267	colony	BR00103267	cmQTL1-4_mt	J02	15000	A	6
J03	288	BR00103267	colony	BR00103267	cmQTL1-4_mt	J03	15000	C	6
J04	287	BR00103267	colony	BR00103267	cmQTL1-4_mt	J04	15000	C	6
J05	39	BR00103267	colony	BR00103267	cmQTL1-4_mt	J05	20000	E	6
J06	74	BR00103267	colony	BR00103267	cmQTL1-4_mt	J06	20000	E	6
J07	3370	BR00103267	colony	BR00103267	cmQTL1-4_mt	J07	20000	F	6
J08	3645	BR00103267	colony	BR00103267	cmQTL1-4_mt	J08	20000	F	6
J09	88	BR00103267	colony	BR00103267	cmQTL1-4_mt	J09	15000	C	6
J10	110	BR00103267	colony	BR00103267	cmQTL1-4_mt	J10	15000	C	6
J11	79	BR00103267	colony	BR00103267	cmQTL1-4_mt	J11	10000	C	6
J12	44	BR00103267	colony	BR00103267	cmQTL1-4_mt	J12	10000	C	6
J13	1253	BR00103267	colony	BR00103267	cmQTL1-4_mt	J13	15000	F	6
J14	1608	BR00103267	colony	BR00103267	cmQTL1-4_mt	J14	15000	F	6
J17	6	BR00103267	colony	BR00103267	cmQTL1-4_mt	J17	5000	D	6
J18	12	BR00103267	colony	BR00103267	cmQTL1-4_mt	J18	5000	D	6
J19	1729	BR00103267	colony	BR00103267	cmQTL1-4_mt	J19	20000	F	6
J20	3231	BR00103267	colony	BR00103267	cmQTL1-4_mt	J20	20000	F	6
J23	120	BR00103267	colony	BR00103267	cmQTL1-4_mt	J23	10000	D	6
J24	189	BR00103267	colony	BR00103267	cmQTL1-4_mt	J24	10000	D	6
K01	293	BR00103267	colony	BR00103267	cmQTL1-4_mt	K01	15000	F	6
K02	791	BR00103267	colony	BR00103267	cmQTL1-4_mt	K02	15000	F	6
K03	21	BR00103267	colony	BR00103267	cmQTL1-4_mt	K03	15000	B	6
K04	30	BR00103267	colony	BR00103267	cmQTL1-4_mt	K04	15000	B	6
K05	58	BR00103267	colony	BR00103267	cmQTL1-4_mt	K05	20000	C	6
K06	191	BR00103267	colony	BR00103267	cmQTL1-4_mt	K06	20000	C	6
