Metadata_Plate,Metadata_Well,Count_Cells
cmqtlpl1.5-31-2019-mt,A06,248
cmqtlpl1.5-31-2019-mt,A06,275
cmqtlpl1.5-31-2019-mt,A06,291
cmqtlpl1.5-31-2019-mt,A07,262
cmqtlpl1.5-31-2019-mt,A07,293
cmqtlpl1.5-31-2019-mt,A07,314
cmqtlpl1.5-31-2019-mt,A07,353
cmqtlpl1.5-31-2019-mt,A07,470
cmqtlpl1.5-31-2019-mt,A07,493
cmqtlpl1.5-31-2019-mt,A07,497
cmqtlpl1.5-31-2019-mt,A07,564
cmqtlpl1.5-31-2019-mt,A07,597
cmqtlpl1.5-31-2019-mt,A08,190
cmqtlpl1.5-31-2019-mt,A08,206
cmqtlpl1.5-31-2019-mt,A08,247
cmqtlpl1.5-31-2019-mt,A08,248
cmqtlpl1.5-31-2019-mt,A08,297
cmqtlpl1.5-31-2019-mt,A08,307
cmqtlpl1.5-31-2019-mt,A08,327
cmqtlpl1.5-31-2019-mt,A08,338
cmqtlpl1.5-31-2019-mt,A08,399
cmqtlpl1.5-31-2019-mt,A09,609
cmqtlpl1.5-31-2019-mt,A09,658
cmqtlpl1.5-31-2019-mt,A09,689
cmqtlpl1.5-31-2019-mt,A09,702
cmqtlpl1.5-31-2019-mt,A09,798
cmqtlpl1.5-31-2019-mt,A09,809
cmqtlpl1.5-31-2019-mt,A09,818
cmqtlpl1.5-31-2019-mt,A09,840
cmqtlpl1.5-31-2019-mt,A09,849
cmqtlpl1.5-31-2019-mt,A10,391
cmqtlpl1.5-31-2019-mt,A10,405
cmqtlpl1.5-31-2019-mt,A10,420
cmqtlpl1.5-31-2019-mt,A10,425
cmqtlpl1.5-31-2019-mt,A10,452
cmqtlpl1.5-31-2019-mt,A10,458
cmqtlpl1.5-31-2019-mt,A10,471
cmqtlpl1.5-31-2019-mt,A10,514
cmqtlpl1.5-31-2019-mt,A10,515
cmqtlpl1.5-31-2019-mt,A11,388
cmqtlpl1.5-31-2019-mt,A11,476
cmqtlpl1.5-31-2019-mt,A11,525
cmqtlpl1.5-31-2019-mt,A11,570
cmqtlpl1.5-31-2019-mt,A11,593
cmqtlpl1.5-31-2019-mt,A11,604
cmqtlpl1.5-31-2019-mt,A11,631
cmqtlpl1.5-31-2019-mt,A11,671
cmqtlpl1.5-31-2019-mt,A11,672
cmqtlpl1.5-31-2019-mt,A12,494
cmqtlpl1.5-31-2019-mt,A12,544
cmqtlpl1.5-31-2019-mt,A12,559
cmqtlpl1.5-31-2019-mt,A12,585
cmqtlpl1.5-31-2019-mt,A12,586
cmqtlpl1.5-31-2019-mt,A12,612
cmqtlpl1.5-31-2019-mt,A12,624
cmqtlpl1.5-31-2019-mt,A12,684
cmqtlpl1.5-31-2019-mt,A12,692
cmqtlpl1.5-31-2019-mt,A13,245
cmqtlpl1.5-31-2019-mt,A13,279
cmqtlpl1.5-31-2019-mt,A13,429
cmqtlpl1.5-31-2019-mt,A13,449
cmqtlpl1.5-31-2019-mt,A13,473
cmqtlpl1.5-31-2019-mt,A13,516
cmqtlpl1.5-31-2019-mt,A13,532
cmqtlpl1.5-31-2019-mt,A13,582
cmqtlpl1.5-31-2019-mt,A13,808
cmqtlpl1.5-31-2019-mt,A14,263
cmqtlpl1.5-31-2019-mt,A14,295
cmqtlpl1.5-31-2019-mt,A14,324
cmqtlpl1.5-31-2019-mt,A14,337
cmqtlpl1.5-31-2019-mt,A14,369
cmqtlpl1.5-31-2019-mt,A14,376
cmqtlpl1.5-31-2019-mt,A14,391
cmqtlpl1.5-31-2019-mt,A14,492
cmqtlpl1.5-31-2019-mt,A14,531
cmqtlpl1.5-31-2019-mt,A15,127
cmqtlpl1.5-31-2019-mt,A15,134
cmqtlpl1.5-31-2019-mt,A15,148
cmqtlpl1.5-31-2019-mt,A15,148
cmqtlpl1.5-31-2019-mt,A15,160
cmqtlpl1.5-31-2019-mt,A15,162
cmqtlpl1.5-31-2019-mt,A15,162
cmqtlpl1.5-31-2019-mt,A15,169
cmqtlpl1.5-31-2019-mt,A15,278
cmqtlpl1.5-31-2019-mt,A16,103
cmqtlpl1.5-31-2019-mt,A16,108
cmqtlpl1.5-31-2019-mt,A16,133
cmqtlpl1.5-31-2019-mt,A16,139
cmqtlpl1.5-31-2019-mt,A16,256
cmqtlpl1.5-31-2019-mt,A16,79
cmqtlpl1.5-31-2019-mt,A16,80
cmqtlpl1.5-31-2019-mt,A16,91
cmqtlpl1.5-31-2019-mt,A16,93
cmqtlpl1.5-31-2019-mt,A17,315
cmqtlpl1.5-31-2019-mt,A17,320
cmqtlpl1.5-31-2019-mt,A17,320
cmqtlpl1.5-31-2019-mt,A17,350
cmqtlpl1.5-31-2019-mt,A17,370
cmqtlpl1.5-31-2019-mt,A17,373
cmqtlpl1.5-31-2019-mt,A17,404
cmqtlpl1.5-31-2019-mt,A17,433
cmqtlpl1.5-31-2019-mt,A17,458
cmqtlpl1.5-31-2019-mt,A18,123
cmqtlpl1.5-31-2019-mt,A18,198
cmqtlpl1.5-31-2019-mt,A18,202
cmqtlpl1.5-31-2019-mt,A18,239
cmqtlpl1.5-31-2019-mt,A18,249
cmqtlpl1.5-31-2019-mt,A18,428
cmqtlpl1.5-31-2019-mt,A18,533
cmqtlpl1.5-31-2019-mt,A18,540
cmqtlpl1.5-31-2019-mt,A18,604
cmqtlpl1.5-31-2019-mt,A19,270
cmqtlpl1.5-31-2019-mt,A19,333
cmqtlpl1.5-31-2019-mt,A19,357
cmqtlpl1.5-31-2019-mt,A19,397
cmqtlpl1.5-31-2019-mt,A19,411
cmqtlpl1.5-31-2019-mt,A19,423
cmqtlpl1.5-31-2019-mt,A19,449
cmqtlpl1.5-31-2019-mt,A19,452
cmqtlpl1.5-31-2019-mt,A19,462
cmqtlpl1.5-31-2019-mt,A20,220
cmqtlpl1.5-31-2019-mt,A20,224
cmqtlpl1.5-31-2019-mt,A20,257
cmqtlpl1.5-31-2019-mt,A20,289
cmqtlpl1.5-31-2019-mt,A20,329
cmqtlpl1.5-31-2019-mt,A20,348
cmqtlpl1.5-31-2019-mt,A20,467
cmqtlpl1.5-31-2019-mt,A20,473
cmqtlpl1.5-31-2019-mt,A20,539
cmqtlpl1.5-31-2019-mt,A21,508
cmqtlpl1.5-31-2019-mt,A21,557
cmqtlpl1.5-31-2019-mt,A21,585
cmqtlpl1.5-31-2019-mt,A21,590
cmqtlpl1.5-31-2019-mt,A21,641
cmqtlpl1.5-31-2019-mt,A21,708
cmqtlpl1.5-31-2019-mt,A21,762
cmqtlpl1.5-31-2019-mt,A21,765
cmqtlpl1.5-31-2019-mt,A21,778
cmqtlpl1.5-31-2019-mt,A22,426
cmqtlpl1.5-31-2019-mt,A22,512
cmqtlpl1.5-31-2019-mt,A22,537
cmqtlpl1.5-31-2019-mt,A22,539
cmqtlpl1.5-31-2019-mt,A22,559
cmqtlpl1.5-31-2019-mt,A22,563
cmqtlpl1.5-31-2019-mt,A22,591
cmqtlpl1.5-31-2019-mt,A22,596
cmqtlpl1.5-31-2019-mt,A22,615
cmqtlpl1.5-31-2019-mt,A23,341
cmqtlpl1.5-31-2019-mt,A23,377
cmqtlpl1.5-31-2019-mt,A23,477
cmqtlpl1.5-31-2019-mt,A23,615
cmqtlpl1.5-31-2019-mt,A23,688
cmqtlpl1.5-31-2019-mt,A23,706
cmqtlpl1.5-31-2019-mt,A23,763
cmqtlpl1.5-31-2019-mt,A23,803
cmqtlpl1.5-31-2019-mt,A23,841
cmqtlpl1.5-31-2019-mt,A24,256
cmqtlpl1.5-31-2019-mt,A24,272
cmqtlpl1.5-31-2019-mt,A24,289
cmqtlpl1.5-31-2019-mt,A24,304
cmqtlpl1.5-31-2019-mt,A24,317
cmqtlpl1.5-31-2019-mt,A24,337
cmqtlpl1.5-31-2019-mt,A24,338
cmqtlpl1.5-31-2019-mt,A24,339
cmqtlpl1.5-31-2019-mt,A24,384
cmqtlpl1.5-31-2019-mt,B01,100
cmqtlpl1.5-31-2019-mt,B01,116
cmqtlpl1.5-31-2019-mt,B01,118
cmqtlpl1.5-31-2019-mt,B01,131
cmqtlpl1.5-31-2019-mt,B01,148
cmqtlpl1.5-31-2019-mt,B01,69
cmqtlpl1.5-31-2019-mt,B01,93
cmqtlpl1.5-31-2019-mt,B01,95
cmqtlpl1.5-31-2019-mt,B01,97
cmqtlpl1.5-31-2019-mt,B02,33
cmqtlpl1.5-31-2019-mt,B02,41
cmqtlpl1.5-31-2019-mt,B02,42
cmqtlpl1.5-31-2019-mt,B02,44
cmqtlpl1.5-31-2019-mt,B02,47
cmqtlpl1.5-31-2019-mt,B02,52
cmqtlpl1.5-31-2019-mt,B02,54
cmqtlpl1.5-31-2019-mt,B02,55
cmqtlpl1.5-31-2019-mt,B02,64
cmqtlpl1.5-31-2019-mt,B03,101
cmqtlpl1.5-31-2019-mt,B03,144
cmqtlpl1.5-31-2019-mt,B03,158
cmqtlpl1.5-31-2019-mt,B03,166
cmqtlpl1.5-31-2019-mt,B03,182
cmqtlpl1.5-31-2019-mt,B03,192
cmqtlpl1.5-31-2019-mt,B03,193
cmqtlpl1.5-31-2019-mt,B03,209
cmqtlpl1.5-31-2019-mt,B03,225
cmqtlpl1.5-31-2019-mt,B04,117
cmqtlpl1.5-31-2019-mt,B04,120
cmqtlpl1.5-31-2019-mt,B04,129
cmqtlpl1.5-31-2019-mt,B04,137
cmqtlpl1.5-31-2019-mt,B04,150
cmqtlpl1.5-31-2019-mt,B04,169
cmqtlpl1.5-31-2019-mt,B04,182
cmqtlpl1.5-31-2019-mt,B04,184
cmqtlpl1.5-31-2019-mt,B04,205
cmqtlpl1.5-31-2019-mt,B05,174
cmqtlpl1.5-31-2019-mt,B05,204
cmqtlpl1.5-31-2019-mt,B05,206
cmqtlpl1.5-31-2019-mt,B05,237
cmqtlpl1.5-31-2019-mt,B05,238
cmqtlpl1.5-31-2019-mt,B05,267
cmqtlpl1.5-31-2019-mt,B05,271
cmqtlpl1.5-31-2019-mt,B05,277
cmqtlpl1.5-31-2019-mt,B05,305
cmqtlpl1.5-31-2019-mt,B06,106
cmqtlpl1.5-31-2019-mt,B06,135
cmqtlpl1.5-31-2019-mt,B06,157
cmqtlpl1.5-31-2019-mt,B06,167
cmqtlpl1.5-31-2019-mt,B06,168
cmqtlpl1.5-31-2019-mt,B06,169
cmqtlpl1.5-31-2019-mt,B06,171
cmqtlpl1.5-31-2019-mt,B06,186
cmqtlpl1.5-31-2019-mt,B06,80
cmqtlpl1.5-31-2019-mt,B07,180
cmqtlpl1.5-31-2019-mt,B07,187
cmqtlpl1.5-31-2019-mt,B07,219
cmqtlpl1.5-31-2019-mt,B07,233
cmqtlpl1.5-31-2019-mt,B07,262
cmqtlpl1.5-31-2019-mt,B07,272
cmqtlpl1.5-31-2019-mt,B07,272
cmqtlpl1.5-31-2019-mt,B07,314
cmqtlpl1.5-31-2019-mt,B07,345
cmqtlpl1.5-31-2019-mt,B08,159
cmqtlpl1.5-31-2019-mt,B08,161
cmqtlpl1.5-31-2019-mt,B08,165
cmqtlpl1.5-31-2019-mt,B08,192
cmqtlpl1.5-31-2019-mt,B08,214
cmqtlpl1.5-31-2019-mt,B08,220
cmqtlpl1.5-31-2019-mt,B08,230
cmqtlpl1.5-31-2019-mt,B08,233
cmqtlpl1.5-31-2019-mt,B08,247
cmqtlpl1.5-31-2019-mt,B09,217
cmqtlpl1.5-31-2019-mt,B09,225
cmqtlpl1.5-31-2019-mt,B09,240
cmqtlpl1.5-31-2019-mt,B09,288
cmqtlpl1.5-31-2019-mt,B09,314
cmqtlpl1.5-31-2019-mt,B09,330
cmqtlpl1.5-31-2019-mt,B09,348
cmqtlpl1.5-31-2019-mt,B09,408
cmqtlpl1.5-31-2019-mt,B09,481
cmqtlpl1.5-31-2019-mt,B10,230
cmqtlpl1.5-31-2019-mt,B10,239
cmqtlpl1.5-31-2019-mt,B10,248
cmqtlpl1.5-31-2019-mt,B10,251
cmqtlpl1.5-31-2019-mt,B10,281
cmqtlpl1.5-31-2019-mt,B10,286
cmqtlpl1.5-31-2019-mt,B10,304
cmqtlpl1.5-31-2019-mt,B10,306
cmqtlpl1.5-31-2019-mt,B10,361
cmqtlpl1.5-31-2019-mt,B11,245
cmqtlpl1.5-31-2019-mt,B11,274
cmqtlpl1.5-31-2019-mt,B11,275
cmqtlpl1.5-31-2019-mt,B11,318
cmqtlpl1.5-31-2019-mt,B11,360
cmqtlpl1.5-31-2019-mt,B11,363
cmqtlpl1.5-31-2019-mt,B11,365
cmqtlpl1.5-31-2019-mt,B11,376
cmqtlpl1.5-31-2019-mt,B11,406
cmqtlpl1.5-31-2019-mt,B12,182
cmqtlpl1.5-31-2019-mt,B12,214
cmqtlpl1.5-31-2019-mt,B12,224
cmqtlpl1.5-31-2019-mt,B12,226
cmqtlpl1.5-31-2019-mt,B12,267
cmqtlpl1.5-31-2019-mt,B12,269
cmqtlpl1.5-31-2019-mt,B12,281
cmqtlpl1.5-31-2019-mt,B12,292
cmqtlpl1.5-31-2019-mt,B12,362
cmqtlpl1.5-31-2019-mt,B13,256
cmqtlpl1.5-31-2019-mt,B13,260
cmqtlpl1.5-31-2019-mt,B13,263
cmqtlpl1.5-31-2019-mt,B13,280
cmqtlpl1.5-31-2019-mt,B13,285
cmqtlpl1.5-31-2019-mt,B13,305
cmqtlpl1.5-31-2019-mt,B13,308
cmqtlpl1.5-31-2019-mt,B13,309
cmqtlpl1.5-31-2019-mt,B13,340
cmqtlpl1.5-31-2019-mt,B14,103
cmqtlpl1.5-31-2019-mt,B14,114
cmqtlpl1.5-31-2019-mt,B14,115
cmqtlpl1.5-31-2019-mt,B14,128
cmqtlpl1.5-31-2019-mt,B14,147
cmqtlpl1.5-31-2019-mt,B14,151
cmqtlpl1.5-31-2019-mt,B14,175
cmqtlpl1.5-31-2019-mt,B14,184
cmqtlpl1.5-31-2019-mt,B14,94
cmqtlpl1.5-31-2019-mt,B15,123
cmqtlpl1.5-31-2019-mt,B15,131
cmqtlpl1.5-31-2019-mt,B15,134
cmqtlpl1.5-31-2019-mt,B15,134
cmqtlpl1.5-31-2019-mt,B15,166
cmqtlpl1.5-31-2019-mt,B15,167
cmqtlpl1.5-31-2019-mt,B15,189
cmqtlpl1.5-31-2019-mt,B15,206
cmqtlpl1.5-31-2019-mt,B15,244
cmqtlpl1.5-31-2019-mt,B16,125
cmqtlpl1.5-31-2019-mt,B16,125
cmqtlpl1.5-31-2019-mt,B16,126
cmqtlpl1.5-31-2019-mt,B16,134
cmqtlpl1.5-31-2019-mt,B16,146
cmqtlpl1.5-31-2019-mt,B16,161
cmqtlpl1.5-31-2019-mt,B16,172
cmqtlpl1.5-31-2019-mt,B16,200
cmqtlpl1.5-31-2019-mt,B16,90
cmqtlpl1.5-31-2019-mt,B17,150
cmqtlpl1.5-31-2019-mt,B17,156
cmqtlpl1.5-31-2019-mt,B17,159
cmqtlpl1.5-31-2019-mt,B17,159
cmqtlpl1.5-31-2019-mt,B17,163
cmqtlpl1.5-31-2019-mt,B17,169
cmqtlpl1.5-31-2019-mt,B17,229
cmqtlpl1.5-31-2019-mt,B17,232
cmqtlpl1.5-31-2019-mt,B17,271
cmqtlpl1.5-31-2019-mt,B18,101
cmqtlpl1.5-31-2019-mt,B18,123
cmqtlpl1.5-31-2019-mt,B18,139
cmqtlpl1.5-31-2019-mt,B18,142
cmqtlpl1.5-31-2019-mt,B18,153
cmqtlpl1.5-31-2019-mt,B18,162
cmqtlpl1.5-31-2019-mt,B18,164
cmqtlpl1.5-31-2019-mt,B18,166
cmqtlpl1.5-31-2019-mt,B18,170
cmqtlpl1.5-31-2019-mt,B19,272
cmqtlpl1.5-31-2019-mt,B19,281
cmqtlpl1.5-31-2019-mt,B19,282
cmqtlpl1.5-31-2019-mt,B19,284
cmqtlpl1.5-31-2019-mt,B19,294
cmqtlpl1.5-31-2019-mt,B19,295
cmqtlpl1.5-31-2019-mt,B19,297
cmqtlpl1.5-31-2019-mt,B19,305
cmqtlpl1.5-31-2019-mt,B19,405
cmqtlpl1.5-31-2019-mt,B20,185
cmqtlpl1.5-31-2019-mt,B20,186
cmqtlpl1.5-31-2019-mt,B20,187
cmqtlpl1.5-31-2019-mt,B20,220
cmqtlpl1.5-31-2019-mt,B20,248
cmqtlpl1.5-31-2019-mt,B20,272
cmqtlpl1.5-31-2019-mt,B20,318
cmqtlpl1.5-31-2019-mt,B20,331
cmqtlpl1.5-31-2019-mt,B20,371
cmqtlpl1.5-31-2019-mt,B21,291
cmqtlpl1.5-31-2019-mt,B21,302
cmqtlpl1.5-31-2019-mt,B21,311
cmqtlpl1.5-31-2019-mt,B21,322
cmqtlpl1.5-31-2019-mt,B21,324
cmqtlpl1.5-31-2019-mt,B21,346
cmqtlpl1.5-31-2019-mt,B21,365
cmqtlpl1.5-31-2019-mt,B21,372
cmqtlpl1.5-31-2019-mt,B21,413
cmqtlpl1.5-31-2019-mt,B22,195
cmqtlpl1.5-31-2019-mt,B22,199
cmqtlpl1.5-31-2019-mt,B22,202
cmqtlpl1.5-31-2019-mt,B22,208
cmqtlpl1.5-31-2019-mt,B22,224
cmqtlpl1.5-31-2019-mt,B22,231
cmqtlpl1.5-31-2019-mt,B22,274
cmqtlpl1.5-31-2019-mt,B22,278
cmqtlpl1.5-31-2019-mt,B22,279
cmqtlpl1.5-31-2019-mt,B23,205
cmqtlpl1.5-31-2019-mt,B23,218
cmqtlpl1.5-31-2019-mt,B23,262
cmqtlpl1.5-31-2019-mt,B23,275
cmqtlpl1.5-31-2019-mt,B23,316
cmqtlpl1.5-31-2019-mt,B23,348
cmqtlpl1.5-31-2019-mt,B23,371
cmqtlpl1.5-31-2019-mt,B23,404
cmqtlpl1.5-31-2019-mt,B23,475
cmqtlpl1.5-31-2019-mt,B24,143
cmqtlpl1.5-31-2019-mt,B24,149
cmqtlpl1.5-31-2019-mt,B24,158
cmqtlpl1.5-31-2019-mt,B24,162
cmqtlpl1.5-31-2019-mt,B24,168
cmqtlpl1.5-31-2019-mt,B24,169
cmqtlpl1.5-31-2019-mt,B24,194
cmqtlpl1.5-31-2019-mt,B24,195
cmqtlpl1.5-31-2019-mt,B24,76
cmqtlpl1.5-31-2019-mt,C01,1016
cmqtlpl1.5-31-2019-mt,C01,1024
cmqtlpl1.5-31-2019-mt,C01,1025
cmqtlpl1.5-31-2019-mt,C01,1051
cmqtlpl1.5-31-2019-mt,C01,1066
cmqtlpl1.5-31-2019-mt,C01,1067
cmqtlpl1.5-31-2019-mt,C01,1208
cmqtlpl1.5-31-2019-mt,C01,1209
cmqtlpl1.5-31-2019-mt,C01,924
cmqtlpl1.5-31-2019-mt,C02,202
cmqtlpl1.5-31-2019-mt,C02,217
cmqtlpl1.5-31-2019-mt,C02,222
cmqtlpl1.5-31-2019-mt,C02,271
cmqtlpl1.5-31-2019-mt,C02,273
cmqtlpl1.5-31-2019-mt,C02,275
cmqtlpl1.5-31-2019-mt,C02,276
cmqtlpl1.5-31-2019-mt,C02,291
cmqtlpl1.5-31-2019-mt,C02,301
cmqtlpl1.5-31-2019-mt,C03,103
cmqtlpl1.5-31-2019-mt,C03,103
cmqtlpl1.5-31-2019-mt,C03,110
cmqtlpl1.5-31-2019-mt,C03,116
cmqtlpl1.5-31-2019-mt,C03,118
cmqtlpl1.5-31-2019-mt,C03,128
cmqtlpl1.5-31-2019-mt,C03,186
cmqtlpl1.5-31-2019-mt,C03,73
cmqtlpl1.5-31-2019-mt,C03,98
cmqtlpl1.5-31-2019-mt,C04,108
cmqtlpl1.5-31-2019-mt,C04,120
cmqtlpl1.5-31-2019-mt,C04,144
cmqtlpl1.5-31-2019-mt,C04,146
cmqtlpl1.5-31-2019-mt,C04,149
cmqtlpl1.5-31-2019-mt,C04,150
cmqtlpl1.5-31-2019-mt,C04,169
cmqtlpl1.5-31-2019-mt,C04,180
cmqtlpl1.5-31-2019-mt,C04,218
cmqtlpl1.5-31-2019-mt,C05,128
cmqtlpl1.5-31-2019-mt,C05,133
cmqtlpl1.5-31-2019-mt,C05,144
cmqtlpl1.5-31-2019-mt,C05,145
cmqtlpl1.5-31-2019-mt,C05,154
cmqtlpl1.5-31-2019-mt,C05,158
cmqtlpl1.5-31-2019-mt,C05,165
cmqtlpl1.5-31-2019-mt,C05,169
cmqtlpl1.5-31-2019-mt,C05,230
cmqtlpl1.5-31-2019-mt,C06,101
cmqtlpl1.5-31-2019-mt,C06,102
cmqtlpl1.5-31-2019-mt,C06,105
cmqtlpl1.5-31-2019-mt,C06,111
cmqtlpl1.5-31-2019-mt,C06,116
cmqtlpl1.5-31-2019-mt,C06,168
cmqtlpl1.5-31-2019-mt,C06,176
cmqtlpl1.5-31-2019-mt,C06,193
cmqtlpl1.5-31-2019-mt,C06,98
cmqtlpl1.5-31-2019-mt,C07,399
cmqtlpl1.5-31-2019-mt,C07,463
cmqtlpl1.5-31-2019-mt,C07,484
cmqtlpl1.5-31-2019-mt,C07,491
cmqtlpl1.5-31-2019-mt,C07,491
cmqtlpl1.5-31-2019-mt,C07,507
cmqtlpl1.5-31-2019-mt,C07,508
cmqtlpl1.5-31-2019-mt,C07,511
cmqtlpl1.5-31-2019-mt,C07,543
cmqtlpl1.5-31-2019-mt,C08,268
cmqtlpl1.5-31-2019-mt,C08,281
cmqtlpl1.5-31-2019-mt,C08,310
cmqtlpl1.5-31-2019-mt,C08,364
cmqtlpl1.5-31-2019-mt,C08,429
cmqtlpl1.5-31-2019-mt,C08,433
cmqtlpl1.5-31-2019-mt,C08,482
cmqtlpl1.5-31-2019-mt,C08,542
cmqtlpl1.5-31-2019-mt,C08,607
cmqtlpl1.5-31-2019-mt,C09,159
cmqtlpl1.5-31-2019-mt,C09,179
cmqtlpl1.5-31-2019-mt,C09,231
cmqtlpl1.5-31-2019-mt,C09,271
cmqtlpl1.5-31-2019-mt,C09,277
cmqtlpl1.5-31-2019-mt,C09,309
cmqtlpl1.5-31-2019-mt,C09,367
cmqtlpl1.5-31-2019-mt,C09,368
cmqtlpl1.5-31-2019-mt,C09,385
cmqtlpl1.5-31-2019-mt,C10,168
cmqtlpl1.5-31-2019-mt,C10,183
cmqtlpl1.5-31-2019-mt,C10,208
cmqtlpl1.5-31-2019-mt,C10,212
cmqtlpl1.5-31-2019-mt,C10,220
cmqtlpl1.5-31-2019-mt,C10,265
cmqtlpl1.5-31-2019-mt,C10,354
cmqtlpl1.5-31-2019-mt,C10,354
cmqtlpl1.5-31-2019-mt,C10,354
cmqtlpl1.5-31-2019-mt,C11,567
cmqtlpl1.5-31-2019-mt,C11,601
cmqtlpl1.5-31-2019-mt,C11,625
cmqtlpl1.5-31-2019-mt,C11,638
cmqtlpl1.5-31-2019-mt,C11,725
cmqtlpl1.5-31-2019-mt,C11,763
cmqtlpl1.5-31-2019-mt,C11,784
cmqtlpl1.5-31-2019-mt,C11,839
cmqtlpl1.5-31-2019-mt,C11,925
cmqtlpl1.5-31-2019-mt,C12,605
cmqtlpl1.5-31-2019-mt,C12,616
cmqtlpl1.5-31-2019-mt,C12,621
cmqtlpl1.5-31-2019-mt,C12,687
cmqtlpl1.5-31-2019-mt,C12,707
cmqtlpl1.5-31-2019-mt,C12,734
cmqtlpl1.5-31-2019-mt,C12,767
cmqtlpl1.5-31-2019-mt,C12,769
cmqtlpl1.5-31-2019-mt,C12,813
cmqtlpl1.5-31-2019-mt,C13,142
cmqtlpl1.5-31-2019-mt,C13,158
cmqtlpl1.5-31-2019-mt,C13,161
cmqtlpl1.5-31-2019-mt,C13,168
cmqtlpl1.5-31-2019-mt,C13,172
cmqtlpl1.5-31-2019-mt,C13,177
cmqtlpl1.5-31-2019-mt,C13,194
cmqtlpl1.5-31-2019-mt,C13,197
cmqtlpl1.5-31-2019-mt,C13,204
cmqtlpl1.5-31-2019-mt,C14,119
cmqtlpl1.5-31-2019-mt,C14,133
cmqtlpl1.5-31-2019-mt,C14,136
cmqtlpl1.5-31-2019-mt,C14,145
cmqtlpl1.5-31-2019-mt,C14,154
cmqtlpl1.5-31-2019-mt,C14,154
cmqtlpl1.5-31-2019-mt,C14,158
cmqtlpl1.5-31-2019-mt,C14,181
cmqtlpl1.5-31-2019-mt,C14,191
cmqtlpl1.5-31-2019-mt,C15,283
cmqtlpl1.5-31-2019-mt,C15,318
cmqtlpl1.5-31-2019-mt,C15,362
cmqtlpl1.5-31-2019-mt,C15,392
cmqtlpl1.5-31-2019-mt,C15,424
cmqtlpl1.5-31-2019-mt,C15,498
cmqtlpl1.5-31-2019-mt,C15,530
cmqtlpl1.5-31-2019-mt,C15,537
cmqtlpl1.5-31-2019-mt,C15,787
cmqtlpl1.5-31-2019-mt,C16,187
cmqtlpl1.5-31-2019-mt,C16,258
cmqtlpl1.5-31-2019-mt,C16,270
cmqtlpl1.5-31-2019-mt,C16,281
cmqtlpl1.5-31-2019-mt,C16,281
cmqtlpl1.5-31-2019-mt,C16,299
cmqtlpl1.5-31-2019-mt,C16,304
cmqtlpl1.5-31-2019-mt,C16,326
cmqtlpl1.5-31-2019-mt,C16,393
cmqtlpl1.5-31-2019-mt,C17,1010
cmqtlpl1.5-31-2019-mt,C17,452
cmqtlpl1.5-31-2019-mt,C17,471
cmqtlpl1.5-31-2019-mt,C17,495
