Metadata_Plate,Metadata_Well,Count_Cells
cmqtlpl1.5-31-2019-mt,F10,116
cmqtlpl1.5-31-2019-mt,F10,120
cmqtlpl1.5-31-2019-mt,F10,42
cmqtlpl1.5-31-2019-mt,F10,66
cmqtlpl1.5-31-2019-mt,F10,69
cmqtlpl1.5-31-2019-mt,F10,70
cmqtlpl1.5-31-2019-mt,F10,72
cmqtlpl1.5-31-2019-mt,F10,73
cmqtlpl1.5-31-2019-mt,F10,88
cmqtlpl1.5-31-2019-mt,F11,506
cmqtlpl1.5-31-2019-mt,F11,549
cmqtlpl1.5-31-2019-mt,F11,587
cmqtlpl1.5-31-2019-mt,F11,598
cmqtlpl1.5-31-2019-mt,F11,639
cmqtlpl1.5-31-2019-mt,F11,648
cmqtlpl1.5-31-2019-mt,F11,651
cmqtlpl1.5-31-2019-mt,F11,688
cmqtlpl1.5-31-2019-mt,F11,724
cmqtlpl1.5-31-2019-mt,F12,387
cmqtlpl1.5-31-2019-mt,F12,436
cmqtlpl1.5-31-2019-mt,F12,436
cmqtlpl1.5-31-2019-mt,F12,436
cmqtlpl1.5-31-2019-mt,F12,452
cmqtlpl1.5-31-2019-mt,F12,497
cmqtlpl1.5-31-2019-mt,F12,523
cmqtlpl1.5-31-2019-mt,F12,525
cmqtlpl1.5-31-2019-mt,F12,559
cmqtlpl1.5-31-2019-mt,F13,283
cmqtlpl1.5-31-2019-mt,F13,360
cmqtlpl1.5-31-2019-mt,F13,391
cmqtlpl1.5-31-2019-mt,F13,400
cmqtlpl1.5-31-2019-mt,F13,416
cmqtlpl1.5-31-2019-mt,F13,455
cmqtlpl1.5-31-2019-mt,F13,468
cmqtlpl1.5-31-2019-mt,F13,477
cmqtlpl1.5-31-2019-mt,F13,542
cmqtlpl1.5-31-2019-mt,F14,323
cmqtlpl1.5-31-2019-mt,F14,391
cmqtlpl1.5-31-2019-mt,F14,410
cmqtlpl1.5-31-2019-mt,F14,443
cmqtlpl1.5-31-2019-mt,F14,491
cmqtlpl1.5-31-2019-mt,F14,507
cmqtlpl1.5-31-2019-mt,F14,540
cmqtlpl1.5-31-2019-mt,F14,545
cmqtlpl1.5-31-2019-mt,F14,557
cmqtlpl1.5-31-2019-mt,F15,449
cmqtlpl1.5-31-2019-mt,F15,457
cmqtlpl1.5-31-2019-mt,F15,458
cmqtlpl1.5-31-2019-mt,F15,485
cmqtlpl1.5-31-2019-mt,F15,502
cmqtlpl1.5-31-2019-mt,F15,515
cmqtlpl1.5-31-2019-mt,F15,525
cmqtlpl1.5-31-2019-mt,F15,553
cmqtlpl1.5-31-2019-mt,F15,555
cmqtlpl1.5-31-2019-mt,F16,370
cmqtlpl1.5-31-2019-mt,F16,383
cmqtlpl1.5-31-2019-mt,F16,443
cmqtlpl1.5-31-2019-mt,F16,454
cmqtlpl1.5-31-2019-mt,F16,469
cmqtlpl1.5-31-2019-mt,F16,497
cmqtlpl1.5-31-2019-mt,F16,533
cmqtlpl1.5-31-2019-mt,F16,551
cmqtlpl1.5-31-2019-mt,F16,563
cmqtlpl1.5-31-2019-mt,F17,285
cmqtlpl1.5-31-2019-mt,F17,326
cmqtlpl1.5-31-2019-mt,F17,383
cmqtlpl1.5-31-2019-mt,F17,411
cmqtlpl1.5-31-2019-mt,F17,478
cmqtlpl1.5-31-2019-mt,F17,501
cmqtlpl1.5-31-2019-mt,F17,508
cmqtlpl1.5-31-2019-mt,F17,514
cmqtlpl1.5-31-2019-mt,F17,544
cmqtlpl1.5-31-2019-mt,F18,206
cmqtlpl1.5-31-2019-mt,F18,223
cmqtlpl1.5-31-2019-mt,F18,240
cmqtlpl1.5-31-2019-mt,F18,255
cmqtlpl1.5-31-2019-mt,F18,267
cmqtlpl1.5-31-2019-mt,F18,279
cmqtlpl1.5-31-2019-mt,F18,287
cmqtlpl1.5-31-2019-mt,F18,311
cmqtlpl1.5-31-2019-mt,F18,500
cmqtlpl1.5-31-2019-mt,F19,157
cmqtlpl1.5-31-2019-mt,F19,177
cmqtlpl1.5-31-2019-mt,F19,197
cmqtlpl1.5-31-2019-mt,F19,208
cmqtlpl1.5-31-2019-mt,F19,218
cmqtlpl1.5-31-2019-mt,F19,242
cmqtlpl1.5-31-2019-mt,F19,291
cmqtlpl1.5-31-2019-mt,F19,316
cmqtlpl1.5-31-2019-mt,F19,340
cmqtlpl1.5-31-2019-mt,F20,129
cmqtlpl1.5-31-2019-mt,F20,152
cmqtlpl1.5-31-2019-mt,F20,163
cmqtlpl1.5-31-2019-mt,F20,163
cmqtlpl1.5-31-2019-mt,F20,167
cmqtlpl1.5-31-2019-mt,F20,170
cmqtlpl1.5-31-2019-mt,F20,181
cmqtlpl1.5-31-2019-mt,F20,194
cmqtlpl1.5-31-2019-mt,F20,237
cmqtlpl1.5-31-2019-mt,F21,242
cmqtlpl1.5-31-2019-mt,F21,249
cmqtlpl1.5-31-2019-mt,F21,260
cmqtlpl1.5-31-2019-mt,F21,273
cmqtlpl1.5-31-2019-mt,F21,274
cmqtlpl1.5-31-2019-mt,F21,287
cmqtlpl1.5-31-2019-mt,F21,316
cmqtlpl1.5-31-2019-mt,F21,318
cmqtlpl1.5-31-2019-mt,F21,340
cmqtlpl1.5-31-2019-mt,F22,146
cmqtlpl1.5-31-2019-mt,F22,153
cmqtlpl1.5-31-2019-mt,F22,164
cmqtlpl1.5-31-2019-mt,F22,170
cmqtlpl1.5-31-2019-mt,F22,182
cmqtlpl1.5-31-2019-mt,F22,187
cmqtlpl1.5-31-2019-mt,F22,189
cmqtlpl1.5-31-2019-mt,F22,208
cmqtlpl1.5-31-2019-mt,F22,220
cmqtlpl1.5-31-2019-mt,F23,183
cmqtlpl1.5-31-2019-mt,F23,190
cmqtlpl1.5-31-2019-mt,F23,205
cmqtlpl1.5-31-2019-mt,F23,255
cmqtlpl1.5-31-2019-mt,F23,255
cmqtlpl1.5-31-2019-mt,F23,365
cmqtlpl1.5-31-2019-mt,F23,372
cmqtlpl1.5-31-2019-mt,F23,569
cmqtlpl1.5-31-2019-mt,F23,576
cmqtlpl1.5-31-2019-mt,F24,235
cmqtlpl1.5-31-2019-mt,F24,250
cmqtlpl1.5-31-2019-mt,F24,260
cmqtlpl1.5-31-2019-mt,F24,274
cmqtlpl1.5-31-2019-mt,F24,280
cmqtlpl1.5-31-2019-mt,F24,282
cmqtlpl1.5-31-2019-mt,F24,289
cmqtlpl1.5-31-2019-mt,F24,290
cmqtlpl1.5-31-2019-mt,F24,321
cmqtlpl1.5-31-2019-mt,G01,137
cmqtlpl1.5-31-2019-mt,G01,155
cmqtlpl1.5-31-2019-mt,G01,174
cmqtlpl1.5-31-2019-mt,G01,204
cmqtlpl1.5-31-2019-mt,G01,228
cmqtlpl1.5-31-2019-mt,G01,228
cmqtlpl1.5-31-2019-mt,G01,233
cmqtlpl1.5-31-2019-mt,G01,332
cmqtlpl1.5-31-2019-mt,G01,333
cmqtlpl1.5-31-2019-mt,G02,125
cmqtlpl1.5-31-2019-mt,G02,163
cmqtlpl1.5-31-2019-mt,G02,171
cmqtlpl1.5-31-2019-mt,G02,172
cmqtlpl1.5-31-2019-mt,G02,207
cmqtlpl1.5-31-2019-mt,G02,207
cmqtlpl1.5-31-2019-mt,G02,229
cmqtlpl1.5-31-2019-mt,G02,90
cmqtlpl1.5-31-2019-mt,G02,98
cmqtlpl1.5-31-2019-mt,G03,568
cmqtlpl1.5-31-2019-mt,G03,617
cmqtlpl1.5-31-2019-mt,G03,662
cmqtlpl1.5-31-2019-mt,G03,682
cmqtlpl1.5-31-2019-mt,G03,683
cmqtlpl1.5-31-2019-mt,G03,746
cmqtlpl1.5-31-2019-mt,G03,838
cmqtlpl1.5-31-2019-mt,G03,851
cmqtlpl1.5-31-2019-mt,G03,968
cmqtlpl1.5-31-2019-mt,G04,376
cmqtlpl1.5-31-2019-mt,G04,414
cmqtlpl1.5-31-2019-mt,G04,441
cmqtlpl1.5-31-2019-mt,G04,451
cmqtlpl1.5-31-2019-mt,G04,456
cmqtlpl1.5-31-2019-mt,G04,477
cmqtlpl1.5-31-2019-mt,G04,505
cmqtlpl1.5-31-2019-mt,G04,535
cmqtlpl1.5-31-2019-mt,G04,570
cmqtlpl1.5-31-2019-mt,G05,255
cmqtlpl1.5-31-2019-mt,G05,299
cmqtlpl1.5-31-2019-mt,G05,302
cmqtlpl1.5-31-2019-mt,G05,336
cmqtlpl1.5-31-2019-mt,G05,337
cmqtlpl1.5-31-2019-mt,G05,349
cmqtlpl1.5-31-2019-mt,G05,437
cmqtlpl1.5-31-2019-mt,G05,444
cmqtlpl1.5-31-2019-mt,G05,469
cmqtlpl1.5-31-2019-mt,G06,209
cmqtlpl1.5-31-2019-mt,G06,215
cmqtlpl1.5-31-2019-mt,G06,246
cmqtlpl1.5-31-2019-mt,G06,268
cmqtlpl1.5-31-2019-mt,G06,275
cmqtlpl1.5-31-2019-mt,G06,287
cmqtlpl1.5-31-2019-mt,G06,302
cmqtlpl1.5-31-2019-mt,G06,355
cmqtlpl1.5-31-2019-mt,G06,357
cmqtlpl1.5-31-2019-mt,G07,288
cmqtlpl1.5-31-2019-mt,G07,312
cmqtlpl1.5-31-2019-mt,G07,395
cmqtlpl1.5-31-2019-mt,G07,445
cmqtlpl1.5-31-2019-mt,G07,457
cmqtlpl1.5-31-2019-mt,G07,481
cmqtlpl1.5-31-2019-mt,G07,489
cmqtlpl1.5-31-2019-mt,G07,527
cmqtlpl1.5-31-2019-mt,G07,657
cmqtlpl1.5-31-2019-mt,G08,275
cmqtlpl1.5-31-2019-mt,G08,299
cmqtlpl1.5-31-2019-mt,G08,310
cmqtlpl1.5-31-2019-mt,G08,318
cmqtlpl1.5-31-2019-mt,G08,328
cmqtlpl1.5-31-2019-mt,G08,329
cmqtlpl1.5-31-2019-mt,G08,398
cmqtlpl1.5-31-2019-mt,G08,454
cmqtlpl1.5-31-2019-mt,G08,464
cmqtlpl1.5-31-2019-mt,G09,219
cmqtlpl1.5-31-2019-mt,G09,296
cmqtlpl1.5-31-2019-mt,G09,403
cmqtlpl1.5-31-2019-mt,G09,414
cmqtlpl1.5-31-2019-mt,G09,485
cmqtlpl1.5-31-2019-mt,G09,502
cmqtlpl1.5-31-2019-mt,G09,539
cmqtlpl1.5-31-2019-mt,G09,546
cmqtlpl1.5-31-2019-mt,G09,617
cmqtlpl1.5-31-2019-mt,G10,232
cmqtlpl1.5-31-2019-mt,G10,234
cmqtlpl1.5-31-2019-mt,G10,242
cmqtlpl1.5-31-2019-mt,G10,321
cmqtlpl1.5-31-2019-mt,G10,325
cmqtlpl1.5-31-2019-mt,G10,352
cmqtlpl1.5-31-2019-mt,G10,368
cmqtlpl1.5-31-2019-mt,G10,406
cmqtlpl1.5-31-2019-mt,G10,470
cmqtlpl1.5-31-2019-mt,G11,177
cmqtlpl1.5-31-2019-mt,G11,179
cmqtlpl1.5-31-2019-mt,G11,192
cmqtlpl1.5-31-2019-mt,G11,207
cmqtlpl1.5-31-2019-mt,G11,263
cmqtlpl1.5-31-2019-mt,G11,282
cmqtlpl1.5-31-2019-mt,G11,284
cmqtlpl1.5-31-2019-mt,G11,320
cmqtlpl1.5-31-2019-mt,G11,343
cmqtlpl1.5-31-2019-mt,G12,173
cmqtlpl1.5-31-2019-mt,G12,189
cmqtlpl1.5-31-2019-mt,G12,221
cmqtlpl1.5-31-2019-mt,G12,291
cmqtlpl1.5-31-2019-mt,G12,342
cmqtlpl1.5-31-2019-mt,G12,350
cmqtlpl1.5-31-2019-mt,G12,364
cmqtlpl1.5-31-2019-mt,G12,407
cmqtlpl1.5-31-2019-mt,G12,415
cmqtlpl1.5-31-2019-mt,G13,118
cmqtlpl1.5-31-2019-mt,G13,161
cmqtlpl1.5-31-2019-mt,G13,174
cmqtlpl1.5-31-2019-mt,G13,185
cmqtlpl1.5-31-2019-mt,G13,197
cmqtlpl1.5-31-2019-mt,G13,208
cmqtlpl1.5-31-2019-mt,G13,235
cmqtlpl1.5-31-2019-mt,G13,249
cmqtlpl1.5-31-2019-mt,G13,253
cmqtlpl1.5-31-2019-mt,G14,213
cmqtlpl1.5-31-2019-mt,G14,215
cmqtlpl1.5-31-2019-mt,G14,222
cmqtlpl1.5-31-2019-mt,G14,225
cmqtlpl1.5-31-2019-mt,G14,251
cmqtlpl1.5-31-2019-mt,G14,263
cmqtlpl1.5-31-2019-mt,G14,271
cmqtlpl1.5-31-2019-mt,G14,281
cmqtlpl1.5-31-2019-mt,G14,328
cmqtlpl1.5-31-2019-mt,G15,320
cmqtlpl1.5-31-2019-mt,G15,367
cmqtlpl1.5-31-2019-mt,G15,400
cmqtlpl1.5-31-2019-mt,G15,418
cmqtlpl1.5-31-2019-mt,G15,420
cmqtlpl1.5-31-2019-mt,G15,432
cmqtlpl1.5-31-2019-mt,G15,433
cmqtlpl1.5-31-2019-mt,G15,466
cmqtlpl1.5-31-2019-mt,G15,515
cmqtlpl1.5-31-2019-mt,G16,795
cmqtlpl1.5-31-2019-mt,G16,806
cmqtlpl1.5-31-2019-mt,G16,816
cmqtlpl1.5-31-2019-mt,G16,826
cmqtlpl1.5-31-2019-mt,G16,850
cmqtlpl1.5-31-2019-mt,G16,870
cmqtlpl1.5-31-2019-mt,G16,886
cmqtlpl1.5-31-2019-mt,G16,891
cmqtlpl1.5-31-2019-mt,G16,904
cmqtlpl1.5-31-2019-mt,G17,276
cmqtlpl1.5-31-2019-mt,G17,288
cmqtlpl1.5-31-2019-mt,G17,303
cmqtlpl1.5-31-2019-mt,G17,308
cmqtlpl1.5-31-2019-mt,G17,314
cmqtlpl1.5-31-2019-mt,G17,314
cmqtlpl1.5-31-2019-mt,G17,338
cmqtlpl1.5-31-2019-mt,G17,376
cmqtlpl1.5-31-2019-mt,G17,378
cmqtlpl1.5-31-2019-mt,G18,259
cmqtlpl1.5-31-2019-mt,G18,298
cmqtlpl1.5-31-2019-mt,G18,326
cmqtlpl1.5-31-2019-mt,G18,343
cmqtlpl1.5-31-2019-mt,G18,352
cmqtlpl1.5-31-2019-mt,G18,414
cmqtlpl1.5-31-2019-mt,G18,428
cmqtlpl1.5-31-2019-mt,G18,432
cmqtlpl1.5-31-2019-mt,G18,494
cmqtlpl1.5-31-2019-mt,G19,129
cmqtlpl1.5-31-2019-mt,G19,129
cmqtlpl1.5-31-2019-mt,G19,148
cmqtlpl1.5-31-2019-mt,G19,156
cmqtlpl1.5-31-2019-mt,G19,161
cmqtlpl1.5-31-2019-mt,G19,270
cmqtlpl1.5-31-2019-mt,G19,294
cmqtlpl1.5-31-2019-mt,G19,298
cmqtlpl1.5-31-2019-mt,G19,99
cmqtlpl1.5-31-2019-mt,G20,185
cmqtlpl1.5-31-2019-mt,G20,185
cmqtlpl1.5-31-2019-mt,G20,190
cmqtlpl1.5-31-2019-mt,G20,191
cmqtlpl1.5-31-2019-mt,G20,217
cmqtlpl1.5-31-2019-mt,G20,244
cmqtlpl1.5-31-2019-mt,G20,245
cmqtlpl1.5-31-2019-mt,G20,318
cmqtlpl1.5-31-2019-mt,G20,328
cmqtlpl1.5-31-2019-mt,G21,103
cmqtlpl1.5-31-2019-mt,G21,104
cmqtlpl1.5-31-2019-mt,G21,106
cmqtlpl1.5-31-2019-mt,G21,112
cmqtlpl1.5-31-2019-mt,G21,125
cmqtlpl1.5-31-2019-mt,G21,130
cmqtlpl1.5-31-2019-mt,G21,151
cmqtlpl1.5-31-2019-mt,G21,162
cmqtlpl1.5-31-2019-mt,G21,92
cmqtlpl1.5-31-2019-mt,G22,107
cmqtlpl1.5-31-2019-mt,G22,112
cmqtlpl1.5-31-2019-mt,G22,114
cmqtlpl1.5-31-2019-mt,G22,129
cmqtlpl1.5-31-2019-mt,G22,134
cmqtlpl1.5-31-2019-mt,G22,137
cmqtlpl1.5-31-2019-mt,G22,143
cmqtlpl1.5-31-2019-mt,G22,150
cmqtlpl1.5-31-2019-mt,G22,165
cmqtlpl1.5-31-2019-mt,G23,106
cmqtlpl1.5-31-2019-mt,G23,127
cmqtlpl1.5-31-2019-mt,G23,128
cmqtlpl1.5-31-2019-mt,G23,135
cmqtlpl1.5-31-2019-mt,G23,214
cmqtlpl1.5-31-2019-mt,G23,84
cmqtlpl1.5-31-2019-mt,G23,90
cmqtlpl1.5-31-2019-mt,G23,91
cmqtlpl1.5-31-2019-mt,G23,92
cmqtlpl1.5-31-2019-mt,G24,101
cmqtlpl1.5-31-2019-mt,G24,120
cmqtlpl1.5-31-2019-mt,G24,127
cmqtlpl1.5-31-2019-mt,G24,133
cmqtlpl1.5-31-2019-mt,G24,144
cmqtlpl1.5-31-2019-mt,G24,201
cmqtlpl1.5-31-2019-mt,G24,88
cmqtlpl1.5-31-2019-mt,G24,92
cmqtlpl1.5-31-2019-mt,G24,94
cmqtlpl1.5-31-2019-mt,H01,116
cmqtlpl1.5-31-2019-mt,H01,117
cmqtlpl1.5-31-2019-mt,H01,133
cmqtlpl1.5-31-2019-mt,H01,186
cmqtlpl1.5-31-2019-mt,H01,189
cmqtlpl1.5-31-2019-mt,H01,217
cmqtlpl1.5-31-2019-mt,H01,289
cmqtlpl1.5-31-2019-mt,H01,315
cmqtlpl1.5-31-2019-mt,H01,320
cmqtlpl1.5-31-2019-mt,H02,103
cmqtlpl1.5-31-2019-mt,H02,112
cmqtlpl1.5-31-2019-mt,H02,124
cmqtlpl1.5-31-2019-mt,H02,129
cmqtlpl1.5-31-2019-mt,H02,132
cmqtlpl1.5-31-2019-mt,H02,132
cmqtlpl1.5-31-2019-mt,H02,133
cmqtlpl1.5-31-2019-mt,H02,68
cmqtlpl1.5-31-2019-mt,H02,96
cmqtlpl1.5-31-2019-mt,H03,377
cmqtlpl1.5-31-2019-mt,H03,411
cmqtlpl1.5-31-2019-mt,H03,413
cmqtlpl1.5-31-2019-mt,H03,448
cmqtlpl1.5-31-2019-mt,H03,489
cmqtlpl1.5-31-2019-mt,H03,516
cmqtlpl1.5-31-2019-mt,H03,528
cmqtlpl1.5-31-2019-mt,H03,585
cmqtlpl1.5-31-2019-mt,H03,630
cmqtlpl1.5-31-2019-mt,H04,270
cmqtlpl1.5-31-2019-mt,H04,271
cmqtlpl1.5-31-2019-mt,H04,280
cmqtlpl1.5-31-2019-mt,H04,308
cmqtlpl1.5-31-2019-mt,H04,348
cmqtlpl1.5-31-2019-mt,H04,351
cmqtlpl1.5-31-2019-mt,H04,355
cmqtlpl1.5-31-2019-mt,H04,363
cmqtlpl1.5-31-2019-mt,H04,369
cmqtlpl1.5-31-2019-mt,H05,211
cmqtlpl1.5-31-2019-mt,H05,216
cmqtlpl1.5-31-2019-mt,H05,228
cmqtlpl1.5-31-2019-mt,H05,247
cmqtlpl1.5-31-2019-mt,H05,251
cmqtlpl1.5-31-2019-mt,H05,278
cmqtlpl1.5-31-2019-mt,H05,307
cmqtlpl1.5-31-2019-mt,H05,356
cmqtlpl1.5-31-2019-mt,H05,361
cmqtlpl1.5-31-2019-mt,H06,166
cmqtlpl1.5-31-2019-mt,H06,174
cmqtlpl1.5-31-2019-mt,H06,183
cmqtlpl1.5-31-2019-mt,H06,196
cmqtlpl1.5-31-2019-mt,H06,204
cmqtlpl1.5-31-2019-mt,H06,214
cmqtlpl1.5-31-2019-mt,H06,228
cmqtlpl1.5-31-2019-mt,H06,232
cmqtlpl1.5-31-2019-mt,H06,243
cmqtlpl1.5-31-2019-mt,H07,170
cmqtlpl1.5-31-2019-mt,H07,202
cmqtlpl1.5-31-2019-mt,H07,223
cmqtlpl1.5-31-2019-mt,H07,233
cmqtlpl1.5-31-2019-mt,H07,283
cmqtlpl1.5-31-2019-mt,H07,300
cmqtlpl1.5-31-2019-mt,H07,308
cmqtlpl1.5-31-2019-mt,H07,317
cmqtlpl1.5-31-2019-mt,H07,360
cmqtlpl1.5-31-2019-mt,H08,243
cmqtlpl1.5-31-2019-mt,H08,248
cmqtlpl1.5-31-2019-mt,H08,254
cmqtlpl1.5-31-2019-mt,H08,260
cmqtlpl1.5-31-2019-mt,H08,271
cmqtlpl1.5-31-2019-mt,H08,294
cmqtlpl1.5-31-2019-mt,H08,323
cmqtlpl1.5-31-2019-mt,H08,361
cmqtlpl1.5-31-2019-mt,H08,423
cmqtlpl1.5-31-2019-mt,H09,274
cmqtlpl1.5-31-2019-mt,H09,275
cmqtlpl1.5-31-2019-mt,H09,285
cmqtlpl1.5-31-2019-mt,H09,286
cmqtlpl1.5-31-2019-mt,H09,348
cmqtlpl1.5-31-2019-mt,H09,403
cmqtlpl1.5-31-2019-mt,H09,418
cmqtlpl1.5-31-2019-mt,H09,423
cmqtlpl1.5-31-2019-mt,H09,426
cmqtlpl1.5-31-2019-mt,H10,170
cmqtlpl1.5-31-2019-mt,H10,204
cmqtlpl1.5-31-2019-mt,H10,212
cmqtlpl1.5-31-2019-mt,H10,224
cmqtlpl1.5-31-2019-mt,H10,263
cmqtlpl1.5-31-2019-mt,H10,364
cmqtlpl1.5-31-2019-mt,H10,389
cmqtlpl1.5-31-2019-mt,H10,399
cmqtlpl1.5-31-2019-mt,H10,404
cmqtlpl1.5-31-2019-mt,H11,283
cmqtlpl1.5-31-2019-mt,H11,330
cmqtlpl1.5-31-2019-mt,H11,359
cmqtlpl1.5-31-2019-mt,H11,380
cmqtlpl1.5-31-2019-mt,H11,421
cmqtlpl1.5-31-2019-mt,H11,426
cmqtlpl1.5-31-2019-mt,H11,429
cmqtlpl1.5-31-2019-mt,H11,519
cmqtlpl1.5-31-2019-mt,H11,559
cmqtlpl1.5-31-2019-mt,H12,390
cmqtlpl1.5-31-2019-mt,H12,433
cmqtlpl1.5-31-2019-mt,H12,449
cmqtlpl1.5-31-2019-mt,H12,455
cmqtlpl1.5-31-2019-mt,H12,476
cmqtlpl1.5-31-2019-mt,H12,495
cmqtlpl1.5-31-2019-mt,H12,516
cmqtlpl1.5-31-2019-mt,H12,549
cmqtlpl1.5-31-2019-mt,H12,650
cmqtlpl1.5-31-2019-mt,H13,144
cmqtlpl1.5-31-2019-mt,H13,153
cmqtlpl1.5-31-2019-mt,H13,188
cmqtlpl1.5-31-2019-mt,H13,194
cmqtlpl1.5-31-2019-mt,H13,207
cmqtlpl1.5-31-2019-mt,H13,226
cmqtlpl1.5-31-2019-mt,H13,233
cmqtlpl1.5-31-2019-mt,H13,249
cmqtlpl1.5-31-2019-mt,H13,249
cmqtlpl1.5-31-2019-mt,H14,132
cmqtlpl1.5-31-2019-mt,H14,136
cmqtlpl1.5-31-2019-mt,H14,138
cmqtlpl1.5-31-2019-mt,H14,175
cmqtlpl1.5-31-2019-mt,H14,182
cmqtlpl1.5-31-2019-mt,H14,190
cmqtlpl1.5-31-2019-mt,H14,191
cmqtlpl1.5-31-2019-mt,H14,224
cmqtlpl1.5-31-2019-mt,H14,245
cmqtlpl1.5-31-2019-mt,H15,1083
cmqtlpl1.5-31-2019-mt,H15,1102
cmqtlpl1.5-31-2019-mt,H15,1142
cmqtlpl1.5-31-2019-mt,H15,1154
cmqtlpl1.5-31-2019-mt,H15,1156
cmqtlpl1.5-31-2019-mt,H15,1182
cmqtlpl1.5-31-2019-mt,H15,1194
cmqtlpl1.5-31-2019-mt,H15,1246
cmqtlpl1.5-31-2019-mt,H15,1282
cmqtlpl1.5-31-2019-mt,H16,734
cmqtlpl1.5-31-2019-mt,H16,751
cmqtlpl1.5-31-2019-mt,H16,758
cmqtlpl1.5-31-2019-mt,H16,778
cmqtlpl1.5-31-2019-mt,H16,796
cmqtlpl1.5-31-2019-mt,H16,803
cmqtlpl1.5-31-2019-mt,H16,811
cmqtlpl1.5-31-2019-mt,H16,849
cmqtlpl1.5-31-2019-mt,H16,850
cmqtlpl1.5-31-2019-mt,H17,443
cmqtlpl1.5-31-2019-mt,H17,483
cmqtlpl1.5-31-2019-mt,H17,488
cmqtlpl1.5-31-2019-mt,H17,508
cmqtlpl1.5-31-2019-mt,H17,514
cmqtlpl1.5-31-2019-mt,H17,529
cmqtlpl1.5-31-2019-mt,H17,537
cmqtlpl1.5-31-2019-mt,H17,595
cmqtlpl1.5-31-2019-mt,H17,607
cmqtlpl1.5-31-2019-mt,H18,437
cmqtlpl1.5-31-2019-mt,H18,462
cmqtlpl1.5-31-2019-mt,H18,471
cmqtlpl1.5-31-2019-mt,H18,486
cmqtlpl1.5-31-2019-mt,H18,493
cmqtlpl1.5-31-2019-mt,H18,494
cmqtlpl1.5-31-2019-mt,H18,543
cmqtlpl1.5-31-2019-mt,H18,638
cmqtlpl1.5-31-2019-mt,H18,706
cmqtlpl1.5-31-2019-mt,H19,171
cmqtlpl1.5-31-2019-mt,H19,187
cmqtlpl1.5-31-2019-mt,H19,190
cmqtlpl1.5-31-2019-mt,H19,190
cmqtlpl1.5-31-2019-mt,H19,192
cmqtlpl1.5-31-2019-mt,H19,194
cmqtlpl1.5-31-2019-mt,H19,212
cmqtlpl1.5-31-2019-mt,H19,241
cmqtlpl1.5-31-2019-mt,H19,253
cmqtlpl1.5-31-2019-mt,H20,150
cmqtlpl1.5-31-2019-mt,H20,181
cmqtlpl1.5-31-2019-mt,H20,195
cmqtlpl1.5-31-2019-mt,H20,233
cmqtlpl1.5-31-2019-mt,H20,236
cmqtlpl1.5-31-2019-mt,H20,236
cmqtlpl1.5-31-2019-mt,H20,240
cmqtlpl1.5-31-2019-mt,H20,251
cmqtlpl1.5-31-2019-mt,H20,278
cmqtlpl1.5-31-2019-mt,H21,104
cmqtlpl1.5-31-2019-mt,H21,107
cmqtlpl1.5-31-2019-mt,H21,109
cmqtlpl1.5-31-2019-mt,H21,121
cmqtlpl1.5-31-2019-mt,H21,135
cmqtlpl1.5-31-2019-mt,H21,141
cmqtlpl1.5-31-2019-mt,H21,144
cmqtlpl1.5-31-2019-mt,H21,87
cmqtlpl1.5-31-2019-mt,H21,92
cmqtlpl1.5-31-2019-mt,H22,109
cmqtlpl1.5-31-2019-mt,H22,112
cmqtlpl1.5-31-2019-mt,H22,134
cmqtlpl1.5-31-2019-mt,H22,136
cmqtlpl1.5-31-2019-mt,H22,167
cmqtlpl1.5-31-2019-mt,H22,170
cmqtlpl1.5-31-2019-mt,H22,176
cmqtlpl1.5-31-2019-mt,H22,81
cmqtlpl1.5-31-2019-mt,H22,87
cmqtlpl1.5-31-2019-mt,H23,123
cmqtlpl1.5-31-2019-mt,H23,126
cmqtlpl1.5-31-2019-mt,H23,218
cmqtlpl1.5-31-2019-mt,H23,252
cmqtlpl1.5-31-2019-mt,H23,60
cmqtlpl1.5-31-2019-mt,H23,66
cmqtlpl1.5-31-2019-mt,H23,84
cmqtlpl1.5-31-2019-mt,H23,92
cmqtlpl1.5-31-2019-mt,H23,93
cmqtlpl1.5-31-2019-mt,H24,118
cmqtlpl1.5-31-2019-mt,H24,172
cmqtlpl1.5-31-2019-mt,H24,175
cmqtlpl1.5-31-2019-mt,H24,196
cmqtlpl1.5-31-2019-mt,H24,69
cmqtlpl1.5-31-2019-mt,H24,70
cmqtlpl1.5-31-2019-mt,H24,70
cmqtlpl1.5-31-2019-mt,H24,75
cmqtlpl1.5-31-2019-mt,H24,79
cmqtlpl1.5-31-2019-mt,I01,461
cmqtlpl1.5-31-2019-mt,I01,523
cmqtlpl1.5-31-2019-mt,I01,568
cmqtlpl1.5-31-2019-mt,I01,569
cmqtlpl1.5-31-2019-mt,I01,587
cmqtlpl1.5-31-2019-mt,I01,615
cmqtlpl1.5-31-2019-mt,I01,631
cmqtlpl1.5-31-2019-mt,I01,642
cmqtlpl1.5-31-2019-mt,I01,749
cmqtlpl1.5-31-2019-mt,I02,352
cmqtlpl1.5-31-2019-mt,I02,387
cmqtlpl1.5-31-2019-mt,I02,397
cmqtlpl1.5-31-2019-mt,I02,404
cmqtlpl1.5-31-2019-mt,I02,416
