id1,id2,correlation,Metadata_line_ID1,Metadata_plating_density1,Metadata_line_ID2,Metadata_plating_density2,Count_Cells1,Count_Cells2,cell_count_abs_diff,cell_count_sum
31,7,0.9942488072564744,31,10000,7,10000,3363,2547.5,815.5,5910.5
7,4,0.9895090435905727,7,10000,4,10000,2547.5,3088.5,541,5636
31,4,0.985877986370511,31,10000,4,10000,3363,3088.5,274.5,6451.5
31,17,0.9833240110659378,31,10000,17,10000,3363,2540,823,5903
17,7,0.9779198514875946,17,10000,7,10000,2540,2547.5,7.5,5087.5
17,4,0.9757906715706918,17,10000,4,10000,2540,3088.5,548.5,5628.5
35,31,0.9462307482997291,35,10000,31,10000,4636.5,3363,1273.5,7999.5
35,17,0.9371401489796162,35,10000,17,10000,4636.5,2540,2096.5,7176.5
35,4,0.9312402539700636,35,10000,4,10000,4636.5,3088.5,1548,7725
35,7,0.9299177304118607,35,10000,7,10000,4636.5,2547.5,2089,7184
41,31,0.8541063171112161,41,10000,31,10000,3368.5,3363,5.5,6731.5
41,35,0.8461881980875967,41,10000,35,10000,3368.5,4636.5,1268,8005
41,4,0.8414805129637972,41,10000,4,10000,3368.5,3088.5,280,6457
47,46,0.8389936357012474,47,10000,46,10000,770,567.5,202.5,1337.5
41,7,0.8256020856624642,41,10000,7,10000,3368.5,2547.5,821,5916
15,4,0.8232557944947851,15,10000,4,10000,3591.5,3088.5,503,6680
47,39,0.8175836345751518,47,10000,39,10000,770,1375.5,605.5,2145.5
41,17,0.8157048463446771,41,10000,17,10000,3368.5,2540,828.5,5908.5
5,1,0.8123457611480804,5,10000,1,10000,1316,1052,264,2368
43,34,0.8002469040199774,43,10000,34,10000,3754.5,3667,87.5,7421.5
15,7,0.7988286607347304,15,10000,7,10000,3591.5,2547.5,1044,6139
48,41,0.7979803096812799,48,10000,41,10000,3278.5,3368.5,90,6647
15,8,0.797743156075865,15,10000,8,10000,3591.5,2469,1122.5,6060.5
25,13,0.7893895937605122,25,10000,13,10000,3228.5,2435.5,793,5664
8,7,0.785040394483123,8,10000,7,10000,2469,2547.5,78.5,5016.5
47,37,0.7840224214690324,47,10000,37,10000,770,1298,528,2068
37,11,0.7800630835154329,37,10000,11,10000,1298,1164,134,2462
17,15,0.7795594842374587,17,10000,15,10000,2540,3591.5,1051.5,6131.5
36,30,0.7753205132258083,36,10000,30,10000,1383.5,1390,6.5,2773.5
8,4,0.7745561447129183,8,10000,4,10000,2469,3088.5,619.5,5557.5
39,37,0.7712219183792641,39,10000,37,10000,1375.5,1298,77.5,2673.5
31,15,0.7702281822410257,31,10000,15,10000,3363,3591.5,228.5,6954.5
47,45,0.7681969358331285,47,10000,45,10000,770,1074.5,304.5,1844.5
20,15,0.7617030428083688,20,10000,15,10000,3747,3591.5,155.5,7338.5
26,23,0.7455588897338424,26,10000,23,10000,2680.5,3597.5,917,6278
35,15,0.741041238155159,35,10000,15,10000,4636.5,3591.5,1045,8228
47,11,0.7382490737448335,47,10000,11,10000,770,1164,394,1934
17,8,0.7339636011963081,17,10000,8,10000,2540,2469,71,5009
31,8,0.7333293479732721,31,10000,8,10000,3363,2469,894,5832
