Metadata_line_ID,replicate_plate_1,replicate_plate_2,correlation
55,cmQTL_plate2_6.3.2019,NA,0.12049475813052182
28,cmQTL_plate1_5.31.2019,NA,0.12278746789419859
117,cmQTL_plate3_8.5.2019,NA,0.12411436731375067
129,cmQTL_plate3_8.5.2019,NA,0.1454407083031088
253,cmQTL_plate6_8.27.2019,NA,0.18035507907423742
231,cmQTL_plate5_8.20.2019,NA,0.18968626187967796
14,cmQTL_plate1_5.31.2019,NA,0.19365879168900163
