Metadata_Plate,Metadata_Well,Metadata_Row,Metadata_FieldID,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_well_position,Metadata_plating_density,Metadata_line_ID,Metadata_Batch,FileName_OrigDNA,FileName_OrigER,FileName_OrigRNA,FileName_OrigAGP,FileName_OrigMito
cmqtlpl1.5-31-2019-mt,A04,1,2,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A04,10000,30,2019_06_10_Batch3,r01c04f02p01-ch5sk1fk1fl1.tiff,r01c04f02p01-ch4sk1fk1fl1.tiff,r01c04f02p01-ch3sk1fk1fl1.tiff,r01c04f02p01-ch2sk1fk1fl1.tiff,r01c04f02p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A04,1,3,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A04,10000,30,2019_06_10_Batch3,r01c04f03p01-ch5sk1fk1fl1.tiff,r01c04f03p01-ch4sk1fk1fl1.tiff,r01c04f03p01-ch3sk1fk1fl1.tiff,r01c04f03p01-ch2sk1fk1fl1.tiff,r01c04f03p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A04,1,4,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A04,10000,30,2019_06_10_Batch3,r01c04f04p01-ch5sk1fk1fl1.tiff,r01c04f04p01-ch4sk1fk1fl1.tiff,r01c04f04p01-ch3sk1fk1fl1.tiff,r01c04f04p01-ch2sk1fk1fl1.tiff,r01c04f04p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A04,1,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A04,10000,30,2019_06_10_Batch3,r01c04f05p01-ch5sk1fk1fl1.tiff,r01c04f05p01-ch4sk1fk1fl1.tiff,r01c04f05p01-ch3sk1fk1fl1.tiff,r01c04f05p01-ch2sk1fk1fl1.tiff,r01c04f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A04,1,6,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A04,10000,30,2019_06_10_Batch3,r01c04f06p01-ch5sk1fk1fl1.tiff,r01c04f06p01-ch4sk1fk1fl1.tiff,r01c04f06p01-ch3sk1fk1fl1.tiff,r01c04f06p01-ch2sk1fk1fl1.tiff,r01c04f06p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A04,1,7,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A04,10000,30,2019_06_10_Batch3,r01c04f07p01-ch5sk1fk1fl1.tiff,r01c04f07p01-ch4sk1fk1fl1.tiff,r01c04f07p01-ch3sk1fk1fl1.tiff,r01c04f07p01-ch2sk1fk1fl1.tiff,r01c04f07p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A04,1,8,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A04,10000,30,2019_06_10_Batch3,r01c04f08p01-ch5sk1fk1fl1.tiff,r01c04f08p01-ch4sk1fk1fl1.tiff,r01c04f08p01-ch3sk1fk1fl1.tiff,r01c04f08p01-ch2sk1fk1fl1.tiff,r01c04f08p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A04,1,9,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A04,10000,30,2019_06_10_Batch3,r01c04f09p01-ch5sk1fk1fl1.tiff,r01c04f09p01-ch4sk1fk1fl1.tiff,r01c04f09p01-ch3sk1fk1fl1.tiff,r01c04f09p01-ch2sk1fk1fl1.tiff,r01c04f09p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A23,1,1,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A23,10000,12,2019_06_10_Batch3,r01c23f01p01-ch5sk1fk1fl1.tiff,r01c23f01p01-ch4sk1fk1fl1.tiff,r01c23f01p01-ch3sk1fk1fl1.tiff,r01c23f01p01-ch2sk1fk1fl1.tiff,r01c23f01p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A23,1,2,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A23,10000,12,2019_06_10_Batch3,r01c23f02p01-ch5sk1fk1fl1.tiff,r01c23f02p01-ch4sk1fk1fl1.tiff,r01c23f02p01-ch3sk1fk1fl1.tiff,r01c23f02p01-ch2sk1fk1fl1.tiff,r01c23f02p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A23,1,3,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A23,10000,12,2019_06_10_Batch3,r01c23f03p01-ch5sk1fk1fl1.tiff,r01c23f03p01-ch4sk1fk1fl1.tiff,r01c23f03p01-ch3sk1fk1fl1.tiff,r01c23f03p01-ch2sk1fk1fl1.tiff,r01c23f03p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A23,1,4,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A23,10000,12,2019_06_10_Batch3,r01c23f04p01-ch5sk1fk1fl1.tiff,r01c23f04p01-ch4sk1fk1fl1.tiff,r01c23f04p01-ch3sk1fk1fl1.tiff,r01c23f04p01-ch2sk1fk1fl1.tiff,r01c23f04p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A23,1,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A23,10000,12,2019_06_10_Batch3,r01c23f05p01-ch5sk1fk1fl1.tiff,r01c23f05p01-ch4sk1fk1fl1.tiff,r01c23f05p01-ch3sk1fk1fl1.tiff,r01c23f05p01-ch2sk1fk1fl1.tiff,r01c23f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A23,1,6,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A23,10000,12,2019_06_10_Batch3,r01c23f06p01-ch5sk1fk1fl1.tiff,r01c23f06p01-ch4sk1fk1fl1.tiff,r01c23f06p01-ch3sk1fk1fl1.tiff,r01c23f06p01-ch2sk1fk1fl1.tiff,r01c23f06p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A23,1,7,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A23,10000,12,2019_06_10_Batch3,r01c23f07p01-ch5sk1fk1fl1.tiff,r01c23f07p01-ch4sk1fk1fl1.tiff,r01c23f07p01-ch3sk1fk1fl1.tiff,r01c23f07p01-ch2sk1fk1fl1.tiff,r01c23f07p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A23,1,8,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A23,10000,12,2019_06_10_Batch3,r01c23f08p01-ch5sk1fk1fl1.tiff,r01c23f08p01-ch4sk1fk1fl1.tiff,r01c23f08p01-ch3sk1fk1fl1.tiff,r01c23f08p01-ch2sk1fk1fl1.tiff,r01c23f08p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A23,1,9,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A23,10000,12,2019_06_10_Batch3,r01c23f09p01-ch5sk1fk1fl1.tiff,r01c23f09p01-ch4sk1fk1fl1.tiff,r01c23f09p01-ch3sk1fk1fl1.tiff,r01c23f09p01-ch2sk1fk1fl1.tiff,r01c23f09p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A24,1,1,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A24,10000,12,2019_06_10_Batch3,r01c24f01p01-ch5sk1fk1fl1.tiff,r01c24f01p01-ch4sk1fk1fl1.tiff,r01c24f01p01-ch3sk1fk1fl1.tiff,r01c24f01p01-ch2sk1fk1fl1.tiff,r01c24f01p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A24,1,2,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A24,10000,12,2019_06_10_Batch3,r01c24f02p01-ch5sk1fk1fl1.tiff,r01c24f02p01-ch4sk1fk1fl1.tiff,r01c24f02p01-ch3sk1fk1fl1.tiff,r01c24f02p01-ch2sk1fk1fl1.tiff,r01c24f02p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A24,1,3,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A24,10000,12,2019_06_10_Batch3,r01c24f03p01-ch5sk1fk1fl1.tiff,r01c24f03p01-ch4sk1fk1fl1.tiff,r01c24f03p01-ch3sk1fk1fl1.tiff,r01c24f03p01-ch2sk1fk1fl1.tiff,r01c24f03p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A24,1,4,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A24,10000,12,2019_06_10_Batch3,r01c24f04p01-ch5sk1fk1fl1.tiff,r01c24f04p01-ch4sk1fk1fl1.tiff,r01c24f04p01-ch3sk1fk1fl1.tiff,r01c24f04p01-ch2sk1fk1fl1.tiff,r01c24f04p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A24,1,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A24,10000,12,2019_06_10_Batch3,r01c24f05p01-ch5sk1fk1fl1.tiff,r01c24f05p01-ch4sk1fk1fl1.tiff,r01c24f05p01-ch3sk1fk1fl1.tiff,r01c24f05p01-ch2sk1fk1fl1.tiff,r01c24f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A24,1,6,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A24,10000,12,2019_06_10_Batch3,r01c24f06p01-ch5sk1fk1fl1.tiff,r01c24f06p01-ch4sk1fk1fl1.tiff,r01c24f06p01-ch3sk1fk1fl1.tiff,r01c24f06p01-ch2sk1fk1fl1.tiff,r01c24f06p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A24,1,7,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A24,10000,12,2019_06_10_Batch3,r01c24f07p01-ch5sk1fk1fl1.tiff,r01c24f07p01-ch4sk1fk1fl1.tiff,r01c24f07p01-ch3sk1fk1fl1.tiff,r01c24f07p01-ch2sk1fk1fl1.tiff,r01c24f07p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A24,1,8,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A24,10000,12,2019_06_10_Batch3,r01c24f08p01-ch5sk1fk1fl1.tiff,r01c24f08p01-ch4sk1fk1fl1.tiff,r01c24f08p01-ch3sk1fk1fl1.tiff,r01c24f08p01-ch2sk1fk1fl1.tiff,r01c24f08p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,A24,1,9,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,A24,10000,12,2019_06_10_Batch3,r01c24f09p01-ch5sk1fk1fl1.tiff,r01c24f09p01-ch4sk1fk1fl1.tiff,r01c24f09p01-ch3sk1fk1fl1.tiff,r01c24f09p01-ch2sk1fk1fl1.tiff,r01c24f09p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B03,2,1,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B03,10000,30,2019_06_10_Batch3,r02c03f01p01-ch5sk1fk1fl1.tiff,r02c03f01p01-ch4sk1fk1fl1.tiff,r02c03f01p01-ch3sk1fk1fl1.tiff,r02c03f01p01-ch2sk1fk1fl1.tiff,r02c03f01p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B03,2,2,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B03,10000,30,2019_06_10_Batch3,r02c03f02p01-ch5sk1fk1fl1.tiff,r02c03f02p01-ch4sk1fk1fl1.tiff,r02c03f02p01-ch3sk1fk1fl1.tiff,r02c03f02p01-ch2sk1fk1fl1.tiff,r02c03f02p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B03,2,3,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B03,10000,30,2019_06_10_Batch3,r02c03f03p01-ch5sk1fk1fl1.tiff,r02c03f03p01-ch4sk1fk1fl1.tiff,r02c03f03p01-ch3sk1fk1fl1.tiff,r02c03f03p01-ch2sk1fk1fl1.tiff,r02c03f03p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B03,2,4,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B03,10000,30,2019_06_10_Batch3,r02c03f04p01-ch5sk1fk1fl1.tiff,r02c03f04p01-ch4sk1fk1fl1.tiff,r02c03f04p01-ch3sk1fk1fl1.tiff,r02c03f04p01-ch2sk1fk1fl1.tiff,r02c03f04p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B03,2,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B03,10000,30,2019_06_10_Batch3,r02c03f05p01-ch5sk1fk1fl1.tiff,r02c03f05p01-ch4sk1fk1fl1.tiff,r02c03f05p01-ch3sk1fk1fl1.tiff,r02c03f05p01-ch2sk1fk1fl1.tiff,r02c03f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B03,2,6,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B03,10000,30,2019_06_10_Batch3,r02c03f06p01-ch5sk1fk1fl1.tiff,r02c03f06p01-ch4sk1fk1fl1.tiff,r02c03f06p01-ch3sk1fk1fl1.tiff,r02c03f06p01-ch2sk1fk1fl1.tiff,r02c03f06p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B03,2,7,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B03,10000,30,2019_06_10_Batch3,r02c03f07p01-ch5sk1fk1fl1.tiff,r02c03f07p01-ch4sk1fk1fl1.tiff,r02c03f07p01-ch3sk1fk1fl1.tiff,r02c03f07p01-ch2sk1fk1fl1.tiff,r02c03f07p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B03,2,8,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B03,10000,30,2019_06_10_Batch3,r02c03f08p01-ch5sk1fk1fl1.tiff,r02c03f08p01-ch4sk1fk1fl1.tiff,r02c03f08p01-ch3sk1fk1fl1.tiff,r02c03f08p01-ch2sk1fk1fl1.tiff,r02c03f08p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B03,2,9,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B03,10000,30,2019_06_10_Batch3,r02c03f09p01-ch5sk1fk1fl1.tiff,r02c03f09p01-ch4sk1fk1fl1.tiff,r02c03f09p01-ch3sk1fk1fl1.tiff,r02c03f09p01-ch2sk1fk1fl1.tiff,r02c03f09p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B04,2,1,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B04,10000,30,2019_06_10_Batch3,r02c04f01p01-ch5sk1fk1fl1.tiff,r02c04f01p01-ch4sk1fk1fl1.tiff,r02c04f01p01-ch3sk1fk1fl1.tiff,r02c04f01p01-ch2sk1fk1fl1.tiff,r02c04f01p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B04,2,2,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B04,10000,30,2019_06_10_Batch3,r02c04f02p01-ch5sk1fk1fl1.tiff,r02c04f02p01-ch4sk1fk1fl1.tiff,r02c04f02p01-ch3sk1fk1fl1.tiff,r02c04f02p01-ch2sk1fk1fl1.tiff,r02c04f02p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B04,2,3,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B04,10000,30,2019_06_10_Batch3,r02c04f03p01-ch5sk1fk1fl1.tiff,r02c04f03p01-ch4sk1fk1fl1.tiff,r02c04f03p01-ch3sk1fk1fl1.tiff,r02c04f03p01-ch2sk1fk1fl1.tiff,r02c04f03p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B04,2,4,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B04,10000,30,2019_06_10_Batch3,r02c04f04p01-ch5sk1fk1fl1.tiff,r02c04f04p01-ch4sk1fk1fl1.tiff,r02c04f04p01-ch3sk1fk1fl1.tiff,r02c04f04p01-ch2sk1fk1fl1.tiff,r02c04f04p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B04,2,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B04,10000,30,2019_06_10_Batch3,r02c04f05p01-ch5sk1fk1fl1.tiff,r02c04f05p01-ch4sk1fk1fl1.tiff,r02c04f05p01-ch3sk1fk1fl1.tiff,r02c04f05p01-ch2sk1fk1fl1.tiff,r02c04f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B04,2,6,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B04,10000,30,2019_06_10_Batch3,r02c04f06p01-ch5sk1fk1fl1.tiff,r02c04f06p01-ch4sk1fk1fl1.tiff,r02c04f06p01-ch3sk1fk1fl1.tiff,r02c04f06p01-ch2sk1fk1fl1.tiff,r02c04f06p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B04,2,7,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B04,10000,30,2019_06_10_Batch3,r02c04f07p01-ch5sk1fk1fl1.tiff,r02c04f07p01-ch4sk1fk1fl1.tiff,r02c04f07p01-ch3sk1fk1fl1.tiff,r02c04f07p01-ch2sk1fk1fl1.tiff,r02c04f07p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B04,2,8,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B04,10000,30,2019_06_10_Batch3,r02c04f08p01-ch5sk1fk1fl1.tiff,r02c04f08p01-ch4sk1fk1fl1.tiff,r02c04f08p01-ch3sk1fk1fl1.tiff,r02c04f08p01-ch2sk1fk1fl1.tiff,r02c04f08p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B04,2,9,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B04,10000,30,2019_06_10_Batch3,r02c04f09p01-ch5sk1fk1fl1.tiff,r02c04f09p01-ch4sk1fk1fl1.tiff,r02c04f09p01-ch3sk1fk1fl1.tiff,r02c04f09p01-ch2sk1fk1fl1.tiff,r02c04f09p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B23,2,1,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B23,10000,12,2019_06_10_Batch3,r02c23f01p01-ch5sk1fk1fl1.tiff,r02c23f01p01-ch4sk1fk1fl1.tiff,r02c23f01p01-ch3sk1fk1fl1.tiff,r02c23f01p01-ch2sk1fk1fl1.tiff,r02c23f01p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B23,2,2,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B23,10000,12,2019_06_10_Batch3,r02c23f02p01-ch5sk1fk1fl1.tiff,r02c23f02p01-ch4sk1fk1fl1.tiff,r02c23f02p01-ch3sk1fk1fl1.tiff,r02c23f02p01-ch2sk1fk1fl1.tiff,r02c23f02p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B23,2,3,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B23,10000,12,2019_06_10_Batch3,r02c23f03p01-ch5sk1fk1fl1.tiff,r02c23f03p01-ch4sk1fk1fl1.tiff,r02c23f03p01-ch3sk1fk1fl1.tiff,r02c23f03p01-ch2sk1fk1fl1.tiff,r02c23f03p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B23,2,4,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B23,10000,12,2019_06_10_Batch3,r02c23f04p01-ch5sk1fk1fl1.tiff,r02c23f04p01-ch4sk1fk1fl1.tiff,r02c23f04p01-ch3sk1fk1fl1.tiff,r02c23f04p01-ch2sk1fk1fl1.tiff,r02c23f04p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B23,2,5,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B23,10000,12,2019_06_10_Batch3,r02c23f05p01-ch5sk1fk1fl1.tiff,r02c23f05p01-ch4sk1fk1fl1.tiff,r02c23f05p01-ch3sk1fk1fl1.tiff,r02c23f05p01-ch2sk1fk1fl1.tiff,r02c23f05p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B23,2,6,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B23,10000,12,2019_06_10_Batch3,r02c23f06p01-ch5sk1fk1fl1.tiff,r02c23f06p01-ch4sk1fk1fl1.tiff,r02c23f06p01-ch3sk1fk1fl1.tiff,r02c23f06p01-ch2sk1fk1fl1.tiff,r02c23f06p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B23,2,7,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B23,10000,12,2019_06_10_Batch3,r02c23f07p01-ch5sk1fk1fl1.tiff,r02c23f07p01-ch4sk1fk1fl1.tiff,r02c23f07p01-ch3sk1fk1fl1.tiff,r02c23f07p01-ch2sk1fk1fl1.tiff,r02c23f07p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B23,2,8,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B23,10000,12,2019_06_10_Batch3,r02c23f08p01-ch5sk1fk1fl1.tiff,r02c23f08p01-ch4sk1fk1fl1.tiff,r02c23f08p01-ch3sk1fk1fl1.tiff,r02c23f08p01-ch2sk1fk1fl1.tiff,r02c23f08p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B23,2,9,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B23,10000,12,2019_06_10_Batch3,r02c23f09p01-ch5sk1fk1fl1.tiff,r02c23f09p01-ch4sk1fk1fl1.tiff,r02c23f09p01-ch3sk1fk1fl1.tiff,r02c23f09p01-ch2sk1fk1fl1.tiff,r02c23f09p01-ch1sk1fk1fl1.tiff
cmqtlpl1.5-31-2019-mt,B24,2,1,cmqtlpl1.5-31-2019-mt,cmQTL_plate1_5.31.2019,B24,10000,12,2019_06_10_Batch3,r02c24f01p01-ch5sk1fk1fl1.tiff,r02c24f01p01-ch4sk1fk1fl1.tiff,r02c24f01p01-ch3sk1fk1fl1.tiff,r02c24f01p01-ch2sk1fk1fl1.tiff,r02c24f01p01-ch1sk1fk1fl1.tiff
