name,number_of_na
Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_00,9
Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_01,9
Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_02,9
Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_03,9
Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_00,9
Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_01,9
Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_02,9
Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_03,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_10_00,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_10_01,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_10_02,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_10_03,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_20_00,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_20_01,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_20_02,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_20_03,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_5_00,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_5_01,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_5_02,9
Cytoplasm_Texture_InverseDifferenceMoment_Brightfield_5_03,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_00,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_01,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_02,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_03,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_20_00,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_20_01,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_20_02,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_20_03,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_00,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_01,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_02,9
Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_03,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_10_00,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_10_01,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_10_02,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_10_03,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_20_00,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_20_01,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_20_02,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_20_03,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_5_00,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_5_01,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_5_02,9
Cytoplasm_Texture_InverseDifferenceMoment_ER_5_03,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_00,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_01,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_02,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_03,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_20_00,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_20_01,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_20_02,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_20_03,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_00,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_01,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_02,9
Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_03,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_00,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_01,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_02,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_03,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_20_00,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_20_01,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_20_02,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_20_03,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_5_00,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_5_01,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_5_02,9
Cytoplasm_Texture_InverseDifferenceMoment_RNA_5_03,9
Cytoplasm_Texture_SumAverage_AGP_10_00,9
Cytoplasm_Texture_SumAverage_AGP_10_01,9
Cytoplasm_Texture_SumAverage_AGP_10_02,9
Cytoplasm_Texture_SumAverage_AGP_10_03,9
Cytoplasm_Texture_SumAverage_AGP_20_00,9
Cytoplasm_Texture_SumAverage_AGP_20_01,9
Cytoplasm_Texture_SumAverage_AGP_20_02,9
Cytoplasm_Texture_SumAverage_AGP_20_03,9
Cytoplasm_Texture_SumAverage_AGP_5_00,9
Cytoplasm_Texture_SumAverage_AGP_5_01,9
Cytoplasm_Texture_SumAverage_AGP_5_02,9
Cytoplasm_Texture_SumAverage_AGP_5_03,9
Cytoplasm_Texture_SumAverage_Brightfield_10_00,9
Cytoplasm_Texture_SumAverage_Brightfield_10_01,9
Cytoplasm_Texture_SumAverage_Brightfield_10_02,9
Cytoplasm_Texture_SumAverage_Brightfield_10_03,9
Cytoplasm_Texture_SumAverage_Brightfield_20_00,9
Cytoplasm_Texture_SumAverage_Brightfield_20_01,9
Cytoplasm_Texture_SumAverage_Brightfield_20_02,9
Cytoplasm_Texture_SumAverage_Brightfield_20_03,9
Cytoplasm_Texture_SumAverage_Brightfield_5_00,9
Cytoplasm_Texture_SumAverage_Brightfield_5_01,9
Cytoplasm_Texture_SumAverage_Brightfield_5_02,9
Cytoplasm_Texture_SumAverage_Brightfield_5_03,9
Cytoplasm_Texture_SumAverage_DNA_10_00,9
Cytoplasm_Texture_SumAverage_DNA_10_01,9
Cytoplasm_Texture_SumAverage_DNA_10_02,9
Cytoplasm_Texture_SumAverage_DNA_10_03,9
Cytoplasm_Texture_SumAverage_DNA_20_00,9
Cytoplasm_Texture_SumAverage_DNA_20_01,9
Cytoplasm_Texture_SumAverage_DNA_20_02,9
Cytoplasm_Texture_SumAverage_DNA_20_03,9
Cytoplasm_Texture_SumAverage_DNA_5_00,9
Cytoplasm_Texture_SumAverage_DNA_5_01,9
Cytoplasm_Texture_SumAverage_DNA_5_02,9
Cytoplasm_Texture_SumAverage_DNA_5_03,9
Cytoplasm_Texture_SumAverage_ER_10_00,9
Cytoplasm_Texture_SumAverage_ER_10_01,9
Cytoplasm_Texture_SumAverage_ER_10_02,9
Cytoplasm_Texture_SumAverage_ER_10_03,9
Cytoplasm_Texture_SumAverage_ER_20_00,9
Cytoplasm_Texture_SumAverage_ER_20_01,9
Cytoplasm_Texture_SumAverage_ER_20_02,9
Cytoplasm_Texture_SumAverage_ER_20_03,9
Cytoplasm_Texture_SumAverage_ER_5_00,9
Cytoplasm_Texture_SumAverage_ER_5_01,9
Cytoplasm_Texture_SumAverage_ER_5_02,9
Cytoplasm_Texture_SumAverage_ER_5_03,9
Cytoplasm_Texture_SumAverage_Mito_10_00,9
Cytoplasm_Texture_SumAverage_Mito_10_01,9
Cytoplasm_Texture_SumAverage_Mito_10_02,9
Cytoplasm_Texture_SumAverage_Mito_10_03,9
Cytoplasm_Texture_SumAverage_Mito_20_00,9
Cytoplasm_Texture_SumAverage_Mito_20_01,9
Cytoplasm_Texture_SumAverage_Mito_20_02,9
Cytoplasm_Texture_SumAverage_Mito_20_03,9
Cytoplasm_Texture_SumAverage_Mito_5_00,9
Cytoplasm_Texture_SumAverage_Mito_5_01,9
Cytoplasm_Texture_SumAverage_Mito_5_02,9
Cytoplasm_Texture_SumAverage_Mito_5_03,9
Cytoplasm_Texture_SumAverage_RNA_10_00,9
Cytoplasm_Texture_SumAverage_RNA_10_01,9
Cytoplasm_Texture_SumAverage_RNA_10_02,9
Cytoplasm_Texture_SumAverage_RNA_10_03,9
Cytoplasm_Texture_SumAverage_RNA_20_00,9
Cytoplasm_Texture_SumAverage_RNA_20_01,9
Cytoplasm_Texture_SumAverage_RNA_20_02,9
Cytoplasm_Texture_SumAverage_RNA_20_03,9
Cytoplasm_Texture_SumAverage_RNA_5_00,9
Cytoplasm_Texture_SumAverage_RNA_5_01,9
Cytoplasm_Texture_SumAverage_RNA_5_02,9
Cytoplasm_Texture_SumAverage_RNA_5_03,9
Cytoplasm_Texture_SumEntropy_AGP_10_00,9
Cytoplasm_Texture_SumEntropy_AGP_10_01,9
Cytoplasm_Texture_SumEntropy_AGP_10_02,9
Cytoplasm_Texture_SumEntropy_AGP_10_03,9
Cytoplasm_Texture_SumEntropy_AGP_20_00,9
Cytoplasm_Texture_SumEntropy_AGP_20_01,9
Cytoplasm_Texture_SumEntropy_AGP_20_02,9
Cytoplasm_Texture_SumEntropy_AGP_20_03,9
Cytoplasm_Texture_SumEntropy_AGP_5_00,9
Cytoplasm_Texture_SumEntropy_AGP_5_01,9
Cytoplasm_Texture_SumEntropy_AGP_5_02,9
Cytoplasm_Texture_SumEntropy_AGP_5_03,9
Cytoplasm_Texture_SumEntropy_Brightfield_10_00,9
Cytoplasm_Texture_SumEntropy_Brightfield_10_01,9
Cytoplasm_Texture_SumEntropy_Brightfield_10_02,9
Cytoplasm_Texture_SumEntropy_Brightfield_10_03,9
Cytoplasm_Texture_SumEntropy_Brightfield_20_00,9
Cytoplasm_Texture_SumEntropy_Brightfield_20_01,9
Cytoplasm_Texture_SumEntropy_Brightfield_20_02,9
Cytoplasm_Texture_SumEntropy_Brightfield_20_03,9
Cytoplasm_Texture_SumEntropy_Brightfield_5_00,9
Cytoplasm_Texture_SumEntropy_Brightfield_5_01,9
Cytoplasm_Texture_SumEntropy_Brightfield_5_02,9
Cytoplasm_Texture_SumEntropy_Brightfield_5_03,9
Cytoplasm_Texture_SumEntropy_DNA_10_00,9
Cytoplasm_Texture_SumEntropy_DNA_10_01,9
Cytoplasm_Texture_SumEntropy_DNA_10_02,9
Cytoplasm_Texture_SumEntropy_DNA_10_03,9
Cytoplasm_Texture_SumEntropy_DNA_20_00,9
Cytoplasm_Texture_SumEntropy_DNA_20_01,9
Cytoplasm_Texture_SumEntropy_DNA_20_02,9
Cytoplasm_Texture_SumEntropy_DNA_20_03,9
Cytoplasm_Texture_SumEntropy_DNA_5_00,9
Cytoplasm_Texture_SumEntropy_DNA_5_01,9
Cytoplasm_Texture_SumEntropy_DNA_5_02,9
Cytoplasm_Texture_SumEntropy_DNA_5_03,9
Cytoplasm_Texture_SumEntropy_ER_10_00,9
Cytoplasm_Texture_SumEntropy_ER_10_01,9
Cytoplasm_Texture_SumEntropy_ER_10_02,9
Cytoplasm_Texture_SumEntropy_ER_10_03,9
Cytoplasm_Texture_SumEntropy_ER_20_00,9
Cytoplasm_Texture_SumEntropy_ER_20_01,9
Cytoplasm_Texture_SumEntropy_ER_20_02,9
Cytoplasm_Texture_SumEntropy_ER_20_03,9
Cytoplasm_Texture_SumEntropy_ER_5_00,9
Cytoplasm_Texture_SumEntropy_ER_5_01,9
Cytoplasm_Texture_SumEntropy_ER_5_02,9
Cytoplasm_Texture_SumEntropy_ER_5_03,9
Cytoplasm_Texture_SumEntropy_Mito_10_00,9
Cytoplasm_Texture_SumEntropy_Mito_10_01,9
Cytoplasm_Texture_SumEntropy_Mito_10_02,9
Cytoplasm_Texture_SumEntropy_Mito_10_03,9
Cytoplasm_Texture_SumEntropy_Mito_20_00,9
Cytoplasm_Texture_SumEntropy_Mito_20_01,9
Cytoplasm_Texture_SumEntropy_Mito_20_02,9
Cytoplasm_Texture_SumEntropy_Mito_20_03,9
Cytoplasm_Texture_SumEntropy_Mito_5_00,9
Cytoplasm_Texture_SumEntropy_Mito_5_01,9
Cytoplasm_Texture_SumEntropy_Mito_5_02,9
Cytoplasm_Texture_SumEntropy_Mito_5_03,9
Cytoplasm_Texture_SumEntropy_RNA_10_00,9
Cytoplasm_Texture_SumEntropy_RNA_10_01,9
Cytoplasm_Texture_SumEntropy_RNA_10_02,9
Cytoplasm_Texture_SumEntropy_RNA_10_03,9
Cytoplasm_Texture_SumEntropy_RNA_20_00,9
Cytoplasm_Texture_SumEntropy_RNA_20_01,9
Cytoplasm_Texture_SumEntropy_RNA_20_02,9
Cytoplasm_Texture_SumEntropy_RNA_20_03,9
Cytoplasm_Texture_SumEntropy_RNA_5_00,9
Cytoplasm_Texture_SumEntropy_RNA_5_01,9
Cytoplasm_Texture_SumEntropy_RNA_5_02,9
Cytoplasm_Texture_SumEntropy_RNA_5_03,9
Cytoplasm_Texture_SumVariance_AGP_10_00,9
Cytoplasm_Texture_SumVariance_AGP_10_01,9
Cytoplasm_Texture_SumVariance_AGP_10_02,9
Cytoplasm_Texture_SumVariance_AGP_10_03,9
Cytoplasm_Texture_SumVariance_AGP_20_00,9
Cytoplasm_Texture_SumVariance_AGP_20_01,9
Cytoplasm_Texture_SumVariance_AGP_20_02,9
Cytoplasm_Texture_SumVariance_AGP_20_03,9
Cytoplasm_Texture_SumVariance_AGP_5_00,9
Cytoplasm_Texture_SumVariance_AGP_5_01,9
Cytoplasm_Texture_SumVariance_AGP_5_02,9
Cytoplasm_Texture_SumVariance_AGP_5_03,9
Cytoplasm_Texture_SumVariance_Brightfield_10_00,9
Cytoplasm_Texture_SumVariance_Brightfield_10_01,9
Cytoplasm_Texture_SumVariance_Brightfield_10_02,9
Cytoplasm_Texture_SumVariance_Brightfield_10_03,9
Cytoplasm_Texture_SumVariance_Brightfield_20_00,9
Cytoplasm_Texture_SumVariance_Brightfield_20_01,9
Cytoplasm_Texture_SumVariance_Brightfield_20_02,9
Cytoplasm_Texture_SumVariance_Brightfield_20_03,9
Cytoplasm_Texture_SumVariance_Brightfield_5_00,9
Cytoplasm_Texture_SumVariance_Brightfield_5_01,9
Cytoplasm_Texture_SumVariance_Brightfield_5_02,9
Cytoplasm_Texture_SumVariance_Brightfield_5_03,9
Cytoplasm_Texture_SumVariance_DNA_10_00,9
Cytoplasm_Texture_SumVariance_DNA_10_01,9
Cytoplasm_Texture_SumVariance_DNA_10_02,9
Cytoplasm_Texture_SumVariance_DNA_10_03,9
Cytoplasm_Texture_SumVariance_DNA_20_00,9
Cytoplasm_Texture_SumVariance_DNA_20_01,9
Cytoplasm_Texture_SumVariance_DNA_20_02,9
Cytoplasm_Texture_SumVariance_DNA_20_03,9
Cytoplasm_Texture_SumVariance_DNA_5_00,9
Cytoplasm_Texture_SumVariance_DNA_5_01,9
Cytoplasm_Texture_SumVariance_DNA_5_02,9
Cytoplasm_Texture_SumVariance_DNA_5_03,9
Cytoplasm_Texture_SumVariance_ER_10_00,9
Cytoplasm_Texture_SumVariance_ER_10_01,9
Cytoplasm_Texture_SumVariance_ER_10_02,9
Cytoplasm_Texture_SumVariance_ER_10_03,9
Cytoplasm_Texture_SumVariance_ER_20_00,9
Cytoplasm_Texture_SumVariance_ER_20_01,9
Cytoplasm_Texture_SumVariance_ER_20_02,9
Cytoplasm_Texture_SumVariance_ER_20_03,9
Cytoplasm_Texture_SumVariance_ER_5_00,9
Cytoplasm_Texture_SumVariance_ER_5_01,9
Cytoplasm_Texture_SumVariance_ER_5_02,9
Cytoplasm_Texture_SumVariance_ER_5_03,9
Cytoplasm_Texture_SumVariance_Mito_10_00,9
Cytoplasm_Texture_SumVariance_Mito_10_01,9
Cytoplasm_Texture_SumVariance_Mito_10_02,9
Cytoplasm_Texture_SumVariance_Mito_10_03,9
Cytoplasm_Texture_SumVariance_Mito_20_00,9
Cytoplasm_Texture_SumVariance_Mito_20_01,9
Cytoplasm_Texture_SumVariance_Mito_20_02,9
Cytoplasm_Texture_SumVariance_Mito_20_03,9
Cytoplasm_Texture_SumVariance_Mito_5_00,9
Cytoplasm_Texture_SumVariance_Mito_5_01,9
Cytoplasm_Texture_SumVariance_Mito_5_02,9
Cytoplasm_Texture_SumVariance_Mito_5_03,9
Cytoplasm_Texture_SumVariance_RNA_10_00,9
Cytoplasm_Texture_SumVariance_RNA_10_01,9
Cytoplasm_Texture_SumVariance_RNA_10_02,9
Cytoplasm_Texture_SumVariance_RNA_10_03,9
Cytoplasm_Texture_SumVariance_RNA_20_00,9
Cytoplasm_Texture_SumVariance_RNA_20_01,9
Cytoplasm_Texture_SumVariance_RNA_20_02,9
Cytoplasm_Texture_SumVariance_RNA_20_03,9
Cytoplasm_Texture_SumVariance_RNA_5_00,9
Cytoplasm_Texture_SumVariance_RNA_5_01,9
Cytoplasm_Texture_SumVariance_RNA_5_02,9
Cytoplasm_Texture_SumVariance_RNA_5_03,9
Cytoplasm_Texture_Variance_AGP_10_00,9
Cytoplasm_Texture_Variance_AGP_10_01,9
Cytoplasm_Texture_Variance_AGP_10_02,9
Cytoplasm_Texture_Variance_AGP_10_03,9
Cytoplasm_Texture_Variance_AGP_20_00,9
Cytoplasm_Texture_Variance_AGP_20_01,9
Cytoplasm_Texture_Variance_AGP_20_02,9
Cytoplasm_Texture_Variance_AGP_20_03,9
Cytoplasm_Texture_Variance_AGP_5_00,9
Cytoplasm_Texture_Variance_AGP_5_01,9
Cytoplasm_Texture_Variance_AGP_5_02,9
Cytoplasm_Texture_Variance_AGP_5_03,9
Cytoplasm_Texture_Variance_Brightfield_10_00,9
Cytoplasm_Texture_Variance_Brightfield_10_01,9
Cytoplasm_Texture_Variance_Brightfield_10_02,9
Cytoplasm_Texture_Variance_Brightfield_10_03,9
Cytoplasm_Texture_Variance_Brightfield_20_00,9
Cytoplasm_Texture_Variance_Brightfield_20_01,9
Cytoplasm_Texture_Variance_Brightfield_20_02,9
Cytoplasm_Texture_Variance_Brightfield_20_03,9
Cytoplasm_Texture_Variance_Brightfield_5_00,9
Cytoplasm_Texture_Variance_Brightfield_5_01,9
Cytoplasm_Texture_Variance_Brightfield_5_02,9
Cytoplasm_Texture_Variance_Brightfield_5_03,9
Cytoplasm_Texture_Variance_DNA_10_00,9
Cytoplasm_Texture_Variance_DNA_10_01,9
Cytoplasm_Texture_Variance_DNA_10_02,9
Cytoplasm_Texture_Variance_DNA_10_03,9
Cytoplasm_Texture_Variance_DNA_20_00,9
Cytoplasm_Texture_Variance_DNA_20_01,9
Cytoplasm_Texture_Variance_DNA_20_02,9
Cytoplasm_Texture_Variance_DNA_20_03,9
Cytoplasm_Texture_Variance_DNA_5_00,9
Cytoplasm_Texture_Variance_DNA_5_01,9
Cytoplasm_Texture_Variance_DNA_5_02,9
Cytoplasm_Texture_Variance_DNA_5_03,9
Cytoplasm_Texture_Variance_ER_10_00,9
Cytoplasm_Texture_Variance_ER_10_01,9
Cytoplasm_Texture_Variance_ER_10_02,9
Cytoplasm_Texture_Variance_ER_10_03,9
Cytoplasm_Texture_Variance_ER_20_00,9
Cytoplasm_Texture_Variance_ER_20_01,9
Cytoplasm_Texture_Variance_ER_20_02,9
Cytoplasm_Texture_Variance_ER_20_03,9
Cytoplasm_Texture_Variance_ER_5_00,9
Cytoplasm_Texture_Variance_ER_5_01,9
Cytoplasm_Texture_Variance_ER_5_02,9
Cytoplasm_Texture_Variance_ER_5_03,9
Cytoplasm_Texture_Variance_Mito_10_00,9
Cytoplasm_Texture_Variance_Mito_10_01,9
Cytoplasm_Texture_Variance_Mito_10_02,9
Cytoplasm_Texture_Variance_Mito_10_03,9
Cytoplasm_Texture_Variance_Mito_20_00,9
Cytoplasm_Texture_Variance_Mito_20_01,9
Cytoplasm_Texture_Variance_Mito_20_02,9
Cytoplasm_Texture_Variance_Mito_20_03,9
Cytoplasm_Texture_Variance_Mito_5_00,9
Cytoplasm_Texture_Variance_Mito_5_01,9
Cytoplasm_Texture_Variance_Mito_5_02,9
Cytoplasm_Texture_Variance_Mito_5_03,9
Cytoplasm_Texture_Variance_RNA_10_00,9
Cytoplasm_Texture_Variance_RNA_10_01,9
Cytoplasm_Texture_Variance_RNA_10_02,9
Cytoplasm_Texture_Variance_RNA_10_03,9
Cytoplasm_Texture_Variance_RNA_20_00,9
Cytoplasm_Texture_Variance_RNA_20_01,9
Cytoplasm_Texture_Variance_RNA_20_02,9
Cytoplasm_Texture_Variance_RNA_20_03,9
Cytoplasm_Texture_Variance_RNA_5_00,9
Cytoplasm_Texture_Variance_RNA_5_01,9
Cytoplasm_Texture_Variance_RNA_5_02,9
Cytoplasm_Texture_Variance_RNA_5_03,9
Nuclei_Correlation_Costes_RNA_Brightfield,8
Cells_Correlation_Costes_RNA_Brightfield,8
Cells_Neighbors_AngleBetweenNeighbors_10,7
Cells_Neighbors_AngleBetweenNeighbors_Adjacent,7
Cells_Neighbors_SecondClosestDistance_10,7
Cells_Neighbors_SecondClosestDistance_Adjacent,7
Cytoplasm_Correlation_K_DNA_Mito,7
Cytoplasm_Correlation_K_Mito_DNA,7
Cytoplasm_Correlation_Overlap_DNA_Mito,7
Nuclei_Correlation_Costes_DNA_ER,6
Nuclei_Correlation_Costes_Mito_Brightfield,6
Cells_Correlation_Costes_DNA_ER,6
Cells_Correlation_K_AGP_Mito,6
Cells_Correlation_K_Mito_AGP,6
Cells_Correlation_Overlap_Mito_AGP,6
Cells_Correlation_Costes_Mito_Brightfield,5
Cytoplasm_Correlation_Costes_DNA_Brightfield,5
Cytoplasm_Correlation_Costes_Mito_Brightfield,5
Cytoplasm_Correlation_K_AGP_Mito,5
Cytoplasm_Correlation_K_Mito_AGP,5
Cytoplasm_Correlation_Overlap_Mito_AGP,5
Nuclei_Correlation_Costes_AGP_Brightfield,4
Cells_Correlation_Costes_AGP_Brightfield,4
Cytoplasm_Correlation_Costes_AGP_Brightfield,4
Nuclei_Correlation_Costes_DNA_Brightfield,3
Cells_Correlation_Costes_DNA_Brightfield,3
Cells_Correlation_Costes_RNA_DNA,3
Cytoplasm_Correlation_Costes_RNA_DNA,3
Cytoplasm_Correlation_Costes_DNA_RNA,2
Nuclei_Correlation_Costes_AGP_DNA,1
Nuclei_Correlation_Costes_Mito_DNA,1
Nuclei_Neighbors_FirstClosestDistance_2,1
Cells_Correlation_Costes_AGP_DNA,1
Cells_Correlation_Costes_Mito_DNA,1
Cells_Neighbors_FirstClosestDistance_10,1
Cells_Neighbors_FirstClosestDistance_Adjacent,1
Cytoplasm_Correlation_Costes_AGP_DNA,1
Cytoplasm_Correlation_Costes_Mito_DNA,1
Nuclei_AreaShape_Center_X,0
Nuclei_AreaShape_Center_Y,0
Nuclei_AreaShape_Center_Z,0
Nuclei_AreaShape_Compactness,0
Nuclei_AreaShape_Eccentricity,0
Nuclei_AreaShape_EulerNumber,0
Nuclei_AreaShape_Extent,0
Nuclei_AreaShape_FormFactor,0
Nuclei_AreaShape_MajorAxisLength,0
Nuclei_AreaShape_MaxFeretDiameter,0
Nuclei_AreaShape_MaximumRadius,0
Nuclei_AreaShape_MeanRadius,0
Nuclei_AreaShape_MedianRadius,0
Nuclei_AreaShape_MinFeretDiameter,0
Nuclei_AreaShape_MinorAxisLength,0
Nuclei_AreaShape_Orientation,0
Nuclei_AreaShape_Perimeter,0
Nuclei_AreaShape_Solidity,0
Nuclei_AreaShape_Zernike_0_0,0
Nuclei_AreaShape_Zernike_1_1,0
Nuclei_AreaShape_Zernike_2_0,0
Nuclei_AreaShape_Zernike_2_2,0
Nuclei_AreaShape_Zernike_3_1,0
Nuclei_AreaShape_Zernike_3_3,0
Nuclei_AreaShape_Zernike_4_0,0
Nuclei_AreaShape_Zernike_4_2,0
Nuclei_AreaShape_Zernike_4_4,0
Nuclei_AreaShape_Zernike_5_1,0
Nuclei_AreaShape_Zernike_5_3,0
Nuclei_AreaShape_Zernike_5_5,0
Nuclei_AreaShape_Zernike_6_0,0
Nuclei_AreaShape_Zernike_6_2,0
Nuclei_AreaShape_Zernike_6_4,0
Nuclei_AreaShape_Zernike_6_6,0
Nuclei_AreaShape_Zernike_7_1,0
Nuclei_AreaShape_Zernike_7_3,0
Nuclei_AreaShape_Zernike_7_5,0
Nuclei_AreaShape_Zernike_7_7,0
Nuclei_AreaShape_Zernike_8_0,0
Nuclei_AreaShape_Zernike_8_2,0
Nuclei_AreaShape_Zernike_8_4,0
Nuclei_AreaShape_Zernike_8_6,0
Nuclei_AreaShape_Zernike_8_8,0
Nuclei_AreaShape_Zernike_9_1,0
Nuclei_AreaShape_Zernike_9_3,0
Nuclei_AreaShape_Zernike_9_5,0
Nuclei_AreaShape_Zernike_9_7,0
Nuclei_AreaShape_Zernike_9_9,0
Nuclei_Children_Cells_Count,0
Nuclei_Children_Cytoplasm_Count,0
Nuclei_Correlation_Correlation_AGP_Brightfield,0
Nuclei_Correlation_Correlation_DNA_AGP,0
Nuclei_Correlation_Correlation_DNA_Brightfield,0
Nuclei_Correlation_Correlation_DNA_ER,0
Nuclei_Correlation_Correlation_DNA_Mito,0
Nuclei_Correlation_Correlation_DNA_RNA,0
Nuclei_Correlation_Correlation_ER_AGP,0
Nuclei_Correlation_Correlation_ER_Brightfield,0
Nuclei_Correlation_Correlation_ER_RNA,0
Nuclei_Correlation_Correlation_Mito_AGP,0
Nuclei_Correlation_Correlation_Mito_Brightfield,0
Nuclei_Correlation_Correlation_Mito_ER,0
Nuclei_Correlation_Correlation_Mito_RNA,0
Nuclei_Correlation_Correlation_RNA_AGP,0
Nuclei_Correlation_Correlation_RNA_Brightfield,0
Nuclei_Correlation_Costes_AGP_ER,0
Nuclei_Correlation_Costes_AGP_RNA,0
Nuclei_Correlation_Costes_Brightfield_AGP,0
Nuclei_Correlation_Costes_Brightfield_DNA,0
Nuclei_Correlation_Costes_Brightfield_ER,0
Nuclei_Correlation_Costes_Brightfield_Mito,0
Nuclei_Correlation_Costes_Brightfield_RNA,0
Nuclei_Correlation_Costes_DNA_AGP,0
Nuclei_Correlation_Costes_DNA_Mito,0
Nuclei_Correlation_Costes_DNA_RNA,0
Nuclei_Correlation_Costes_ER_AGP,0
Nuclei_Correlation_Costes_ER_RNA,0
Nuclei_Correlation_Costes_RNA_AGP,0
Nuclei_Correlation_Costes_RNA_ER,0
Nuclei_Correlation_K_AGP_Brightfield,0
Nuclei_Correlation_K_AGP_DNA,0
Nuclei_Correlation_K_AGP_ER,0
Nuclei_Correlation_K_AGP_Mito,0
Nuclei_Correlation_K_AGP_RNA,0
Nuclei_Correlation_K_Brightfield_AGP,0
Nuclei_Correlation_K_Brightfield_DNA,0
Nuclei_Correlation_K_Brightfield_ER,0
Nuclei_Correlation_K_Brightfield_Mito,0
Nuclei_Correlation_K_Brightfield_RNA,0
Nuclei_Correlation_K_DNA_AGP,0
Nuclei_Correlation_K_DNA_Brightfield,0
Nuclei_Correlation_K_DNA_ER,0
Nuclei_Correlation_K_DNA_Mito,0
Nuclei_Correlation_K_DNA_RNA,0
Nuclei_Correlation_K_ER_AGP,0
Nuclei_Correlation_K_ER_Brightfield,0
Nuclei_Correlation_K_ER_DNA,0
Nuclei_Correlation_K_ER_Mito,0
Nuclei_Correlation_K_ER_RNA,0
Nuclei_Correlation_K_Mito_AGP,0
Nuclei_Correlation_K_Mito_Brightfield,0
Nuclei_Correlation_K_Mito_DNA,0
Nuclei_Correlation_K_Mito_ER,0
Nuclei_Correlation_K_Mito_RNA,0
Nuclei_Correlation_K_RNA_AGP,0
Nuclei_Correlation_K_RNA_Brightfield,0
Nuclei_Correlation_K_RNA_DNA,0
Nuclei_Correlation_K_RNA_ER,0
Nuclei_Correlation_K_RNA_Mito,0
Nuclei_Correlation_Manders_AGP_Brightfield,0
Nuclei_Correlation_Manders_AGP_DNA,0
Nuclei_Correlation_Manders_AGP_ER,0
