plate_map_name	well_position	sample_id	plating_density	target_gene
MT_rerun_20220919	D20	2	5000	WASF2
MT_rerun_20220919	D21	7	5000	KCNK6
MT_rerun_20220919	D22	7	5000	KCNK6
MT_rerun_20220919	D23	11	5000	CONTROL
MT_rerun_20220919	D24	11	5000	CONTROL
MT_rerun_20220919	E01	10	5000	ZNF436
MT_rerun_20220919	E02	10	5000	ZNF436
MT_rerun_20220919	E03	4	5000	PRLR
MT_rerun_20220919	E04	4	5000	PRLR
MT_rerun_20220919	E05	12	5000	CONTROL
MT_rerun_20220919	E06	12	5000	CONTROL
MT_rerun_20220919	E07	1	5000	WASF2
MT_rerun_20220919	E08	1	5000	WASF2
MT_rerun_20220919	E09	11	5000	CONTROL
MT_rerun_20220919	E10	11	5000	CONTROL
MT_rerun_20220919	E11	4	5000	PRLR
MT_rerun_20220919	E12	4	5000	PRLR
MT_rerun_20220919	E13	8	5000	KCNK6
MT_rerun_20220919	E14	8	5000	KCNK6
MT_rerun_20220919	E15	4	5000	PRLR
MT_rerun_20220919	E16	4	5000	PRLR
MT_rerun_20220919	E17	12	5000	CONTROL
MT_rerun_20220919	E18	12	5000	CONTROL
MT_rerun_20220919	E19	1	5000	WASF2
MT_rerun_20220919	E20	1	5000	WASF2
MT_rerun_20220919	E21	4	5000	PRLR
MT_rerun_20220919	E22	4	5000	PRLR
MT_rerun_20220919	E23	10	5000	ZNF436
MT_rerun_20220919	E24	10	5000	ZNF436
MT_rerun_20220919	F01	10	5000	ZNF436
MT_rerun_20220919	F02	10	5000	ZNF436
MT_rerun_20220919	F03	4	5000	PRLR
MT_rerun_20220919	F04	4	5000	PRLR
MT_rerun_20220919	F05	12	5000	CONTROL
MT_rerun_20220919	F06	12	5000	CONTROL
MT_rerun_20220919	F07	1	5000	WASF2
MT_rerun_20220919	F08	1	5000	WASF2
MT_rerun_20220919	F09	11	5000	CONTROL
MT_rerun_20220919	F10	11	5000	CONTROL
MT_rerun_20220919	F11	4	5000	PRLR
MT_rerun_20220919	F12	4	5000	PRLR
MT_rerun_20220919	F13	8	5000	KCNK6
MT_rerun_20220919	F14	8	5000	KCNK6
MT_rerun_20220919	F15	4	5000	PRLR
MT_rerun_20220919	F16	4	5000	PRLR
MT_rerun_20220919	F17	12	5000	CONTROL
MT_rerun_20220919	F18	12	5000	CONTROL
MT_rerun_20220919	F19	1	5000	WASF2
MT_rerun_20220919	F20	1	5000	WASF2
MT_rerun_20220919	F21	4	5000	PRLR
MT_rerun_20220919	F22	4	5000	PRLR
MT_rerun_20220919	F23	10	5000	ZNF436
MT_rerun_20220919	F24	10	5000	ZNF436
MT_rerun_20220919	G01	9	5000	ZNF436
MT_rerun_20220919	G02	9	5000	ZNF436
MT_rerun_20220919	G03	5	5000	TSPAN15
MT_rerun_20220919	G04	5	5000	TSPAN15
MT_rerun_20220919	G05	3	5000	PRLR
MT_rerun_20220919	G06	3	5000	PRLR
MT_rerun_20220919	G07	8	5000	KCNK6
MT_rerun_20220919	G08	8	5000	KCNK6
MT_rerun_20220919	G09	6	5000	TSPAN15
MT_rerun_20220919	G10	6	5000	TSPAN15
MT_rerun_20220919	G11	3	5000	PRLR
MT_rerun_20220919	G12	3	5000	PRLR
MT_rerun_20220919	G13	7	5000	KCNK6
MT_rerun_20220919	G14	7	5000	KCNK6
MT_rerun_20220919	G15	10	5000	ZNF436
MT_rerun_20220919	G16	10	5000	ZNF436
MT_rerun_20220919	G17	11	5000	CONTROL
MT_rerun_20220919	G18	11	5000	CONTROL
MT_rerun_20220919	G19	9	5000	ZNF436
MT_rerun_20220919	G20	9	5000	ZNF436
MT_rerun_20220919	G21	5	5000	TSPAN15
MT_rerun_20220919	G22	5	5000	TSPAN15
MT_rerun_20220919	G23	12	5000	CONTROL
MT_rerun_20220919	G24	12	5000	CONTROL
MT_rerun_20220919	H01	9	5000	ZNF436
MT_rerun_20220919	H02	9	5000	ZNF436
MT_rerun_20220919	H03	5	5000	TSPAN15
MT_rerun_20220919	H04	5	5000	TSPAN15
MT_rerun_20220919	H05	3	5000	PRLR
MT_rerun_20220919	H06	3	5000	PRLR
MT_rerun_20220919	H07	8	5000	KCNK6
MT_rerun_20220919	H08	8	5000	KCNK6
MT_rerun_20220919	H09	6	5000	TSPAN15
MT_rerun_20220919	H10	6	5000	TSPAN15
MT_rerun_20220919	H11	3	5000	PRLR
MT_rerun_20220919	H12	3	5000	PRLR
MT_rerun_20220919	H13	7	5000	KCNK6
MT_rerun_20220919	H14	7	5000	KCNK6
MT_rerun_20220919	H15	10	5000	ZNF436
MT_rerun_20220919	H16	10	5000	ZNF436
MT_rerun_20220919	H17	11	5000	CONTROL
MT_rerun_20220919	H18	11	5000	CONTROL
MT_rerun_20220919	H19	9	5000	ZNF436
MT_rerun_20220919	H20	9	5000	ZNF436
MT_rerun_20220919	H21	5	5000	TSPAN15
MT_rerun_20220919	H22	5	5000	TSPAN15
MT_rerun_20220919	H23	12	5000	CONTROL
MT_rerun_20220919	H24	12	5000	CONTROL
MT_rerun_20220919	I01	8	5000	KCNK6
MT_rerun_20220919	I02	8	5000	KCNK6
MT_rerun_20220919	I03	11	5000	CONTROL
MT_rerun_20220919	I04	11	5000	CONTROL
MT_rerun_20220919	I05	10	5000	ZNF436
MT_rerun_20220919	I06	10	5000	ZNF436
MT_rerun_20220919	I07	5	5000	TSPAN15
MT_rerun_20220919	I08	5	5000	TSPAN15
MT_rerun_20220919	I09	10	5000	ZNF436
MT_rerun_20220919	I10	10	5000	ZNF436
MT_rerun_20220919	I11	11	5000	CONTROL
MT_rerun_20220919	I12	11	5000	CONTROL
MT_rerun_20220919	I13	12	5000	CONTROL
MT_rerun_20220919	I14	12	5000	CONTROL
MT_rerun_20220919	I15	2	5000	WASF2
MT_rerun_20220919	I16	2	5000	WASF2
MT_rerun_20220919	I17	10	5000	ZNF436
MT_rerun_20220919	I18	10	5000	ZNF436
MT_rerun_20220919	I19	4	5000	PRLR
MT_rerun_20220919	I20	4	5000	PRLR
MT_rerun_20220919	I21	8	5000	KCNK6
MT_rerun_20220919	I22	8	5000	KCNK6
MT_rerun_20220919	I23	6	5000	TSPAN15
MT_rerun_20220919	I24	6	5000	TSPAN15
MT_rerun_20220919	J01	8	5000	KCNK6
MT_rerun_20220919	J02	8	5000	KCNK6
MT_rerun_20220919	J03	11	5000	CONTROL
MT_rerun_20220919	J04	11	5000	CONTROL
MT_rerun_20220919	J05	10	5000	ZNF436
MT_rerun_20220919	J06	10	5000	ZNF436
MT_rerun_20220919	J07	5	5000	TSPAN15
MT_rerun_20220919	J08	5	5000	TSPAN15
MT_rerun_20220919	J09	10	5000	ZNF436
MT_rerun_20220919	J10	10	5000	ZNF436
MT_rerun_20220919	J11	11	5000	CONTROL
MT_rerun_20220919	J12	11	5000	CONTROL
MT_rerun_20220919	J13	12	5000	CONTROL
MT_rerun_20220919	J14	12	5000	CONTROL
MT_rerun_20220919	J15	2	5000	WASF2
MT_rerun_20220919	J16	2	5000	WASF2
MT_rerun_20220919	J17	10	5000	ZNF436
MT_rerun_20220919	J18	10	5000	ZNF436
MT_rerun_20220919	J19	4	5000	PRLR
MT_rerun_20220919	J20	4	5000	PRLR
MT_rerun_20220919	J21	8	5000	KCNK6
MT_rerun_20220919	J22	8	5000	KCNK6
MT_rerun_20220919	J23	6	5000	TSPAN15
MT_rerun_20220919	J24	6	5000	TSPAN15
MT_rerun_20220919	K01	11	5000	CONTROL
MT_rerun_20220919	K02	11	5000	CONTROL
MT_rerun_20220919	K03	6	5000	TSPAN15
MT_rerun_20220919	K04	6	5000	TSPAN15
MT_rerun_20220919	K05	12	5000	CONTROL
MT_rerun_20220919	K06	12	5000	CONTROL
MT_rerun_20220919	K07	9	5000	ZNF436
MT_rerun_20220919	K08	9	5000	ZNF436
MT_rerun_20220919	K09	12	5000	CONTROL
MT_rerun_20220919	K10	12	5000	CONTROL
MT_rerun_20220919	K11	8	5000	KCNK6
MT_rerun_20220919	K12	8	5000	KCNK6
MT_rerun_20220919	K13	5	5000	TSPAN15
MT_rerun_20220919	K14	5	5000	TSPAN15
MT_rerun_20220919	K15	11	5000	CONTROL
MT_rerun_20220919	K16	11	5000	CONTROL
MT_rerun_20220919	K17	7	5000	KCNK6
MT_rerun_20220919	K18	7	5000	KCNK6
MT_rerun_20220919	K19	6	5000	TSPAN15
MT_rerun_20220919	K20	6	5000	TSPAN15
MT_rerun_20220919	K21	1	5000	WASF2
MT_rerun_20220919	K22	1	5000	WASF2
MT_rerun_20220919	K23	2	5000	WASF2
MT_rerun_20220919	K24	2	5000	WASF2
MT_rerun_20220919	L01	11	5000	CONTROL
MT_rerun_20220919	L02	11	5000	CONTROL
MT_rerun_20220919	L03	6	5000	TSPAN15
MT_rerun_20220919	L04	6	5000	TSPAN15
MT_rerun_20220919	L05	12	5000	CONTROL
MT_rerun_20220919	L06	12	5000	CONTROL
MT_rerun_20220919	L07	9	5000	ZNF436
MT_rerun_20220919	L08	9	5000	ZNF436
MT_rerun_20220919	L09	12	5000	CONTROL
MT_rerun_20220919	L10	12	5000	CONTROL
MT_rerun_20220919	L11	8	5000	KCNK6
MT_rerun_20220919	L12	8	5000	KCNK6
MT_rerun_20220919	L13	5	5000	TSPAN15
MT_rerun_20220919	L14	5	5000	TSPAN15
MT_rerun_20220919	L15	11	5000	CONTROL
MT_rerun_20220919	L16	11	5000	CONTROL
MT_rerun_20220919	L17	7	5000	KCNK6
MT_rerun_20220919	L18	7	5000	KCNK6
MT_rerun_20220919	L19	6	5000	TSPAN15
MT_rerun_20220919	L20	6	5000	TSPAN15
MT_rerun_20220919	L21	1	5000	WASF2
MT_rerun_20220919	L22	1	5000	WASF2
MT_rerun_20220919	L23	2	5000	WASF2
MT_rerun_20220919	L24	2	5000	WASF2
MT_rerun_20220919	M01	3	5000	PRLR
MT_rerun_20220919	M02	3	5000	PRLR
MT_rerun_20220919	M03	2	5000	WASF2
MT_rerun_20220919	M04	2	5000	WASF2
MT_rerun_20220919	M05	7	5000	KCNK6
MT_rerun_20220919	M06	7	5000	KCNK6
MT_rerun_20220919	M07	4	5000	PRLR
MT_rerun_20220919	M08	4	5000	PRLR
MT_rerun_20220919	M09	2	5000	WASF2
MT_rerun_20220919	M10	2	5000	WASF2
MT_rerun_20220919	M11	1	5000	WASF2
MT_rerun_20220919	M12	1	5000	WASF2
MT_rerun_20220919	M13	9	5000	ZNF436
MT_rerun_20220919	M14	9	5000	ZNF436
MT_rerun_20220919	M15	3	5000	PRLR
MT_rerun_20220919	M16	3	5000	PRLR
MT_rerun_20220919	M17	1	5000	WASF2
MT_rerun_20220919	M18	1	5000	WASF2
MT_rerun_20220919	M19	8	5000	KCNK6
MT_rerun_20220919	M20	8	5000	KCNK6
MT_rerun_20220919	M21	3	5000	PRLR
MT_rerun_20220919	M22	3	5000	PRLR
MT_rerun_20220919	M23	12	5000	CONTROL
MT_rerun_20220919	M24	12	5000	CONTROL
MT_rerun_20220919	N01	3	5000	PRLR
MT_rerun_20220919	N02	3	5000	PRLR
MT_rerun_20220919	N03	2	5000	WASF2
MT_rerun_20220919	N04	2	5000	WASF2
MT_rerun_20220919	N05	7	5000	KCNK6
MT_rerun_20220919	N06	7	5000	KCNK6
MT_rerun_20220919	N07	4	5000	PRLR
MT_rerun_20220919	N08	4	5000	PRLR
MT_rerun_20220919	N09	2	5000	WASF2
MT_rerun_20220919	N10	2	5000	WASF2
MT_rerun_20220919	N11	1	5000	WASF2
MT_rerun_20220919	N12	1	5000	WASF2
MT_rerun_20220919	N13	9	5000	ZNF436
MT_rerun_20220919	N14	9	5000	ZNF436
MT_rerun_20220919	N15	3	5000	PRLR
MT_rerun_20220919	N16	3	5000	PRLR
MT_rerun_20220919	N17	1	5000	WASF2
MT_rerun_20220919	N18	1	5000	WASF2
MT_rerun_20220919	N19	8	5000	KCNK6
MT_rerun_20220919	N20	8	5000	KCNK6
MT_rerun_20220919	N21	3	5000	PRLR
MT_rerun_20220919	N22	3	5000	PRLR
MT_rerun_20220919	N23	12	5000	CONTROL
MT_rerun_20220919	N24	12	5000	CONTROL
MT_rerun_20220919	O01	7	5000	KCNK6
MT_rerun_20220919	O02	7	5000	KCNK6
MT_rerun_20220919	O03	5	5000	TSPAN15
MT_rerun_20220919	O04	5	5000	TSPAN15
MT_rerun_20220919	O05	11	5000	CONTROL
MT_rerun_20220919	O06	11	5000	CONTROL
MT_rerun_20220919	O07	12	5000	CONTROL
MT_rerun_20220919	O08	12	5000	CONTROL
MT_rerun_20220919	O09	11	5000	CONTROL
MT_rerun_20220919	O10	11	5000	CONTROL
MT_rerun_20220919	O11	12	5000	CONTROL
MT_rerun_20220919	O12	12	5000	CONTROL
MT_rerun_20220919	O13	11	5000	CONTROL
MT_rerun_20220919	O14	11	5000	CONTROL
MT_rerun_20220919	O15	5	5000	TSPAN15
MT_rerun_20220919	O16	5	5000	TSPAN15
MT_rerun_20220919	O17	9	5000	ZNF436
MT_rerun_20220919	O18	9	5000	ZNF436
MT_rerun_20220919	O19	12	5000	CONTROL
MT_rerun_20220919	O20	12	5000	CONTROL
MT_rerun_20220919	O21	7	5000	KCNK6
MT_rerun_20220919	O22	7	5000	KCNK6
MT_rerun_20220919	O23	12	5000	CONTROL
MT_rerun_20220919	O24	12	5000	CONTROL
MT_rerun_20220919	P01	7	5000	KCNK6
MT_rerun_20220919	P02	7	5000	KCNK6
MT_rerun_20220919	P03	5	5000	TSPAN15
MT_rerun_20220919	P04	5	5000	TSPAN15
MT_rerun_20220919	P05	11	5000	CONTROL
MT_rerun_20220919	P06	11	5000	CONTROL
MT_rerun_20220919	P07	12	5000	CONTROL
MT_rerun_20220919	P08	12	5000	CONTROL
MT_rerun_20220919	P09	11	5000	CONTROL
MT_rerun_20220919	P10	11	5000	CONTROL
MT_rerun_20220919	P11	12	5000	CONTROL
MT_rerun_20220919	P12	12	5000	CONTROL
MT_rerun_20220919	P13	11	5000	CONTROL
MT_rerun_20220919	P14	11	5000	CONTROL
MT_rerun_20220919	P15	5	5000	TSPAN15
MT_rerun_20220919	P16	5	5000	TSPAN15
MT_rerun_20220919	P17	9	5000	ZNF436
MT_rerun_20220919	P18	9	5000	ZNF436
MT_rerun_20220919	P19	12	5000	CONTROL
MT_rerun_20220919	P20	12	5000	CONTROL
MT_rerun_20220919	P21	7	5000	KCNK6
MT_rerun_20220919	P22	7	5000	KCNK6
MT_rerun_20220919	P23	12	5000	CONTROL
MT_rerun_20220919	P24	12	5000	CONTROL
